Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8313,0,13,28.03677267125075,1.384558854624629,215.43490095064044,8649.0,26.91170934369886,0.0,13,24,34,42,74,110,140,160,190,220,220
GET,/catalogue,46961,0,30,41.92208028398554,3.549040062353015,253.60849895514548,2795.0,152.02703987603059,0.0,30,49,56,63,96,130,160,170,210,250,250
GET,/category.html,46975,0,15,31.13851701906184,1.3831339310854673,235.17412203364074,11518.0,152.07236213403752,0.0,15,29,41,51,83,120,150,160,200,230,240
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,5143,0,16,31.530802026465274,1.560180215165019,276.382657000795,10364.0,16.649455209267803,0.0,16,31,42,51,83,120,140,160,200,280,280
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,5155,0,16,30.981973476326733,1.555854920297861,275.8403178304434,10364.0,16.688302858988045,0.0,16,30,41,51,79,110,140,150,190,280,280
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,5227,0,16,31.25498096533626,1.5794439241290092,219.63429497554898,10364.0,16.921388757309508,0.0,16,30,41,51,81,120,150,160,200,220,220
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,5107,0,16,31.464662694237106,1.430300995707512,224.33374193497002,10364.0,16.53291226010707,0.0,16,30,42,51,81,120,140,160,190,220,220
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,5248,0,16,30.87281042884037,1.5275999903678894,218.02225895226002,10364.0,16.989372144319937,0.0,16,29,41,51,80,120,140,160,190,220,220
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,5045,0,15,30.640335617922947,1.5041069127619267,275.3201979212463,10364.0,16.332199403219146,0.0,15,28,40,52,82,110,140,150,190,280,280
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,5153,0,17,31.798845778978304,1.506467116996646,205.88869601488113,10364.0,16.68182825070134,0.0,17,31,43,52,83,120,150,160,190,210,210
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,5228,0,16,31.79206653105668,1.5394140500575304,204.51499591581523,10364.0,16.924626061452862,0.0,16,30,42,52,85,120,140,160,200,200,200
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,5214,0,16,30.91034389057743,1.5109949745237827,228.84047497063875,10364.0,16.87930380344591,0.0,16,29,40,50,81,110,140,160,190,230,230
GET,/login,8306,0,71,84.72928724281626,36.42294113524258,302.0745839457959,13.0,26.889048214695386,0.0,71,85,97,110,130,160,190,210,270,300,300
,Aggregated,157075,0,21,37.06532877740796,1.3831339310854673,302.0745839457959,7808.081744389623,508.499548317274,0.0,21,40,54,62,92,120,150,170,210,260,300
