t,total_energy
0,0
1,2.44294
2,4.82172
3,7.2005
4,9.57928
5,11.9581
6,14.4065
7,16.7852
8,19.164
9,21.5428
10,23.9216
11,26.3749
12,28.7537
13,31.1325
14,33.5113
15,35.89
16,38.3372
17,40.716
18,43.0947
19,45.4735
20,47.8523
21,50.2944
22,52.6731
23,55.0519
24,57.4307
25,59.8095
26,62.2464
27,64.6252
28,67.004
29,69.3828
30,71.7615
31,74.1963
32,76.575
33,78.9538
34,81.3326
35,83.7114
36,86.1414
37,88.5202
38,90.899
39,93.2777
40,95.6565
41,98.0837
42,100.462
43,102.841
44,105.22
45,107.599
46,110.025
47,112.404
48,114.783
49,117.162
50,119.54
51,121.961
52,124.34
53,126.718
54,129.097
55,131.476
56,133.898
57,136.276
58,138.655
59,141.034
60,143.413
61,145.837
62,148.216
63,150.595
64,152.973
65,155.352
66,157.78
67,160.159
68,162.537
69,164.916
70,167.295
71,169.731
72,172.11
73,174.489
74,176.868
75,179.247
76,181.685
77,184.064
78,186.442
79,188.821
80,191.2
81,193.638
82,196.016
83,198.395
84,200.774
85,203.153
86,205.591
87,207.97
88,210.348
89,212.727
90,215.106
91,217.548
92,219.927
93,222.306
94,224.685
95,227.064
96,229.511
97,231.89
98,234.269
99,236.647
100,239.026
101,241.478
102,243.857
103,246.236
104,248.615
105,250.993
106,253.448
107,255.826
108,258.205
109,260.584
110,262.963
111,265.411
112,267.79
113,270.168
114,272.547
115,274.926
116,277.368
117,279.747
118,282.126
119,284.504
120,286.883
121,289.317
122,291.696
123,294.075
124,296.453
125,298.832
126,301.257
127,303.635
128,306.014
129,308.393
130,310.772
131,313.197
132,315.575
133,317.954
134,320.333
135,322.712
136,325.138
137,327.516
138,329.895
139,332.274
140,334.653
141,337.077
142,339.455
143,341.834
144,344.213
145,346.592
146,349.012
147,351.391
148,353.77
149,356.148
150,358.527
151,360.944
152,363.322
153,365.701
154,368.08
155,370.459
156,372.871
157,375.25
158,377.629
159,380.007
160,382.386
161,384.795
162,387.174
163,389.553
164,391.932
165,394.311
166,396.717
167,399.096
168,401.475
169,403.853
170,406.232
171,408.637
172,411.016
173,413.395
174,415.774
175,418.153
176,420.557
177,422.936
178,425.315
179,427.693
180,430.072
181,432.475
182,434.854
183,437.233
184,439.611
185,441.99
186,444.393
187,446.771
188,449.15
189,451.529
190,453.908
191,456.31
192,458.688
193,461.067
194,463.446
195,465.825
196,468.226
197,470.605
198,472.984
199,475.363
200,477.741
201,480.142
202,482.52
203,484.899
204,487.278
205,489.657
206,492.057
207,494.436
208,496.815
209,499.193
210,501.572
211,503.974
212,506.352
213,508.731
214,511.11
215,513.489
216,515.89
217,518.269
218,520.648
219,523.027
220,525.405
221,527.809
222,530.188
223,532.566
224,534.945
225,537.324
226,539.732
227,542.11
228,544.489
229,546.868
230,549.247
231,551.655
232,554.033
233,556.412
234,558.791
235,561.17
236,563.578
237,565.957
238,568.335
239,570.714
240,573.093
241,575.502
242,577.881
243,580.26
244,582.639
245,585.017
246,587.44
247,589.819
248,592.197
249,594.576
250,596.955
251,599.378
252,601.757
253,604.136
254,606.514
255,608.893
256,611.324
257,613.703
258,616.082
259,618.461
260,620.839
261,623.272
262,625.651
263,628.03
264,630.409
265,632.787
266,635.221
267,637.6
268,639.978
269,642.357
270,644.736
271,647.17
272,649.549
273,651.928
274,654.306
275,656.685
276,659.117
277,661.496
278,663.874
279,666.253
280,668.632
281,671.059
282,673.438
283,675.817
284,678.195
285,680.574
286,683.001
287,685.38
288,687.758
289,690.137
290,692.516
291,694.943
292,697.322
293,699.701
294,702.079
295,704.458
296,706.884
297,709.262
298,711.641
299,714.02
300,716.399
