t,total_energy
0,0
1,2.39759
2,4.77637
3,7.15515
4,9.53392
5,11.9127
6,14.3124
7,16.6912
8,19.07
9,21.4488
10,23.8275
11,26.23
12,28.6088
13,30.9875
14,33.3663
15,35.7451
16,38.1501
17,40.5288
18,42.9076
19,45.2864
20,47.6652
21,50.0728
22,52.4516
23,54.8304
24,57.2092
25,59.5879
26,61.9978
27,64.3766
28,66.7554
29,69.1342
30,71.513
31,73.9256
32,76.3044
33,78.6831
34,81.0619
35,83.4407
36,85.8565
37,88.2352
38,90.614
39,92.9928
40,95.3716
41,97.7896
42,100.168
43,102.547
44,104.926
45,107.305
46,109.724
47,112.103
48,114.482
49,116.861
50,119.239
51,121.66
52,124.039
53,126.418
54,128.796
55,131.175
56,133.595
57,135.974
58,138.353
59,140.732
60,143.111
61,145.531
62,147.91
63,150.288
64,152.667
65,155.046
66,157.466
67,159.845
68,162.224
69,164.602
70,166.981
71,169.401
72,171.78
73,174.159
74,176.537
75,178.916
76,181.336
77,183.715
78,186.094
79,188.472
80,190.851
81,193.271
82,195.65
83,198.029
84,200.408
85,202.786
86,205.206
87,207.585
88,209.963
89,212.342
90,214.721
91,217.14
92,219.518
93,221.897
94,224.276
95,226.655
96,229.074
97,231.453
98,233.831
99,236.21
100,238.589
101,241.007
102,243.386
103,245.765
104,248.144
105,250.522
106,252.941
107,255.32
108,257.699
109,260.078
110,262.456
111,264.876
112,267.255
113,269.633
114,272.012
115,274.391
116,276.81
117,279.189
118,281.568
119,283.946
120,286.325
121,288.746
122,291.125
123,293.503
124,295.882
125,298.261
126,300.682
127,303.061
128,305.44
129,307.818
130,310.197
131,312.618
132,314.997
133,317.376
134,319.755
135,322.133
136,324.554
137,326.933
138,329.312
139,331.691
140,334.069
141,336.491
142,338.87
143,341.248
144,343.627
145,346.006
146,348.428
147,350.807
148,353.185
149,355.564
150,357.943
151,360.365
152,362.743
153,365.122
154,367.501
155,369.88
156,372.302
157,374.681
158,377.059
159,379.438
160,381.817
161,384.239
162,386.618
163,388.997
164,391.376
165,393.754
166,396.176
167,398.555
168,400.934
169,403.312
170,405.691
171,408.113
172,410.492
173,412.871
174,415.25
175,417.628
176,420.049
177,422.428
178,424.806
179,427.185
180,429.564
181,431.985
182,434.364
183,436.742
184,439.121
185,441.5
186,443.92
187,446.299
188,448.678
189,451.056
190,453.435
191,455.856
192,458.235
193,460.613
194,462.992
195,465.371
196,467.791
197,470.17
198,472.549
199,474.928
200,477.307
201,479.726
202,482.105
203,484.484
204,486.863
205,489.241
206,491.661
207,494.04
208,496.418
209,498.797
210,501.176
211,503.596
212,505.975
213,508.354
214,510.732
215,513.111
216,515.531
217,517.91
218,520.289
219,522.668
220,525.046
221,527.467
222,529.845
223,532.224
224,534.603
225,536.982
226,539.402
227,541.781
228,544.16
229,546.539
230,548.917
231,551.338
232,553.717
233,556.096
234,558.474
235,560.853
236,563.273
237,565.652
238,568.031
239,570.41
240,572.788
241,575.209
242,577.588
243,579.967
244,582.346
245,584.724
246,587.145
247,589.524
248,591.902
249,594.281
250,596.66
251,599.08
252,601.459
253,603.838
254,606.216
255,608.595
256,611.016
257,613.395
258,615.774
259,618.153
260,620.531
261,622.952
262,625.331
263,627.71
264,630.089
265,632.467
266,634.889
267,637.268
268,639.647
269,642.025
270,644.404
271,646.826
272,649.205
273,651.584
274,653.962
275,656.341
276,658.764
277,661.142
278,663.521
279,665.9
280,668.279
281,670.701
282,673.079
283,675.458
284,677.837
285,680.216
286,682.638
287,685.017
288,687.396
289,689.774
290,692.153
291,694.575
292,696.954
293,699.333
294,701.712
295,704.09
296,706.515
297,708.894
298,711.272
299,713.651
300,716.03
