t,total_energy
0,0
1,2.41919
2,4.79797
3,7.17675
4,9.55552
5,11.9343
6,14.3553
7,16.7341
8,19.1129
9,21.4917
10,23.8705
11,26.2973
12,28.6761
13,31.0549
14,33.4336
15,35.8124
16,38.2373
17,40.6161
18,42.9948
19,45.3736
20,47.7524
21,50.1795
22,52.5583
23,54.937
24,57.3158
25,59.6946
26,62.119
27,64.4978
28,66.8766
29,69.2554
30,71.6341
31,74.0603
32,76.4391
33,78.8179
34,81.1967
35,83.5754
36,86.0041
37,88.3828
38,90.7616
39,93.1404
40,95.5192
41,97.9435
42,100.322
43,102.701
44,105.08
45,107.459
46,109.884
47,112.263
48,114.642
49,117.02
50,119.399
51,121.822
52,124.201
53,126.579
54,128.958
55,131.337
56,133.763
57,136.142
58,138.521
59,140.9
60,143.278
61,145.709
62,148.088
63,150.466
64,152.845
65,155.224
66,157.66
67,160.038
68,162.417
69,164.796
70,167.175
71,169.621
72,172
73,174.379
74,176.757
75,179.136
76,181.583
77,183.961
78,186.34
79,188.719
80,191.098
81,193.547
82,195.925
83,198.304
84,200.683
85,203.062
86,205.508
87,207.887
88,210.266
89,212.645
90,215.024
91,217.471
92,219.849
93,222.228
94,224.607
95,226.986
96,229.433
97,231.812
98,234.191
99,236.57
100,238.948
101,241.397
102,243.776
103,246.155
104,248.534
105,250.913
106,253.354
107,255.733
108,258.112
109,260.491
110,262.869
111,265.3
112,267.679
113,270.057
114,272.436
115,274.815
116,277.233
117,279.612
118,281.991
119,284.37
120,286.748
121,289.156
122,291.535
123,293.913
124,296.292
125,298.671
126,301.078
127,303.457
128,305.836
129,308.215
130,310.594
131,313.001
132,315.38
133,317.759
134,320.138
135,322.516
136,324.925
137,327.304
138,329.683
139,332.061
140,334.44
141,336.849
142,339.228
143,341.607
144,343.985
145,346.364
146,348.773
147,351.152
148,353.531
149,355.91
150,358.288
151,360.698
152,363.076
153,365.455
154,367.834
155,370.213
156,372.622
157,375.001
158,377.379
159,379.758
160,382.137
161,384.545
162,386.924
163,389.302
164,391.681
165,394.06
166,396.468
167,398.846
168,401.225
169,403.604
170,405.983
171,408.39
172,410.768
173,413.147
174,415.526
175,417.905
176,420.313
177,422.692
178,425.071
179,427.449
180,429.828
181,432.24
182,434.618
183,436.997
184,439.376
185,441.755
186,444.165
187,446.544
188,448.922
189,451.301
190,453.68
191,456.099
192,458.478
193,460.857
194,463.235
195,465.614
196,468.039
197,470.418
198,472.796
199,475.175
200,477.554
201,479.982
202,482.361
203,484.739
204,487.118
205,489.497
206,491.923
207,494.301
208,496.68
209,499.059
210,501.438
211,503.866
212,506.244
213,508.623
214,511.002
215,513.381
216,515.81
217,518.189
218,520.568
219,522.946
220,525.325
221,527.753
222,530.132
223,532.511
224,534.889
225,537.268
226,539.695
227,542.074
228,544.453
229,546.832
230,549.21
231,551.637
232,554.016
233,556.394
234,558.773
235,561.152
236,563.575
237,565.954
238,568.333
239,570.711
240,573.09
241,575.513
242,577.892
243,580.271
244,582.649
245,585.028
246,587.461
247,589.84
248,592.218
249,594.597
250,596.976
251,599.412
252,601.791
253,604.17
254,606.549
255,608.927
256,611.368
257,613.747
258,616.126
259,618.504
260,620.883
261,623.334
262,625.713
263,628.092
264,630.47
265,632.849
266,635.299
267,637.678
268,640.057
269,642.436
270,644.814
271,647.264
272,649.643
273,652.021
274,654.4
275,656.779
276,659.227
277,661.606
278,663.984
279,666.363
280,668.742
281,671.191
282,673.569
283,675.948
284,678.327
285,680.706
286,683.154
287,685.532
288,687.911
289,690.29
290,692.669
291,695.113
292,697.491
293,699.87
294,702.249
295,704.628
296,707.069
297,709.448
298,711.827
299,714.205
300,716.584
