Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/adminlogin.html,190,0,6,6.498240855963607,1.275035087019205,31.49552410468459,2285.0,0.6175346177491777,0.0,6,7,9,10,12,14,17,30,31,31,31
GET,/api/v1/adminorderservice/adminorder,167,167,60001.0435259901,60004.28881862307,60001.0435259901,60017.96825276688,189.0,0.5427804271795404,0.5427804271795404,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/adminuserservice/users,167,0,32,34.743310298079145,21.72717684879899,69.23262495547533,162234.0,0.5427804271795404,0.0,32,38,41,43,48,53,56,59,69,69,69
POST,/api/v1/travel2service/trips/left,456,0,38,81.43925662009502,21.324063185602427,301.6709927469492,171.10526315789474,1.4820830825980267,0.0,38,120,140,140,160,250,270,290,300,300,300
POST,/api/v1/travelservice/trips/left,667,211,71,21321.145764239987,25.026837829500437,60009.60432784632,85.76761619190405,2.167871526519482,0.6857884439214553,71,52000,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,/api/v1/users/login,357,0,130.0,134.62180561837363,109.01524312794209,175.58093601837754,339.12885154061627,1.1603150449287183,0.0,130,130,140,140,140,150,160,160,180,180,180
GET,/api/v1/verifycode/generate,910,0,6,5.947700271812769,3.139532171189785,35.41276417672634,1252.589010989011,2.9576658007986936,0.0,6,6,7,7,7,8,10,11,35,35,35
GET,/client_login.html,167,0,3,3.670455305139997,0.9972322732210159,33.03200891241431,12241.0,0.5427804271795404,0.0,3,4,4,5,6,7,8,8,33,33,33
GET,/index.html,743,0,4,3.97947759769887,1.2276610359549522,13.679057825356722,18128.0,2.414885373619153,0.0,4,4,5,5,5,7,8,9,14,14,14
,Aggregated,3824,378,8,6365.882758055297,0.9972322732210159,60017.96825276688,11628.739016736401,12.428696727751873,1.2285688711009957,8,36,130,130,53000,60000,60000,60000,60000,60000,60000
