Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/adminlogin.html,164,0,6,7.085393057999815,1.6051530838012695,31.608142890036106,2285.0,0.5308639300558174,0.0,6,8,9,10,12,13,15,31,32,32,32
GET,/api/v1/adminorderservice/adminorder,139,139,60001.17036700249,60005.78526153209,60001.17036700249,60038.51445810869,189.0,0.44993955047413803,0.44993955047413803,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/adminuserservice/users,139,0,33,36.50594072537028,19.771523773670197,79.39128996804357,162234.0,0.44993955047413803,0.0,33,36,41,43,54,60,68,75,79,79,79
POST,/api/v1/travel2service/trips/left,350,0,38,80.58623677651796,22.83778926357627,298.57446579262614,188.16857142857143,1.132941314143513,0.0,38,110,120,130,170,220,270,280,300,300,300
POST,/api/v1/travelservice/trips/left,564,214,42000.0,33264.18461811775,22.848729975521564,60009.949434082955,95.29432624113475,1.8256540033626893,0.6927126892191765,42000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,/api/v1/users/login,302,0,130.0,134.30154611146855,102.65213204547763,161.58836893737316,339.17218543046357,0.9775665053466883,0.0,130,140,140,140,140,150,150,150,160,160,160
GET,/api/v1/verifycode/generate,773,0,6,5.962209404358233,3.0434317886829376,16.49755286052823,1249.5912031047865,2.50218181666553,0.0,6,6,7,7,7,8,9,10,16,16,16
GET,/client_login.html,139,0,3,3.7427890389192875,1.0916669853031635,13.248404022306204,12241.0,0.44993955047413803,0.0,3,4,5,5,7,8,10,11,13,13,13
GET,/index.html,634,0,4,3.9825438520333463,1.1286688968539238,11.127110105007887,18128.0,2.052242266191392,0.0,4,5,5,5,5,6,8,8,11,11,11
,Aggregated,3204,353,8,8484.537710467954,1.0916669853031635,60038.51445810869,11652.35861423221,10.371268487188045,1.1426522396933145,8,41,130,150,60000,60000,60000,60000,60000,60000,60000
