Method,Name,Error,Occurrences
POST,/api/v1/travelservice/trips/left,RemoteDisconnected('Remote end closed connection without response'),27000
GET,/client_login.html,RemoteDisconnected('Remote end closed connection without response'),4814
GET,/api/v1/adminorderservice/adminorder,"ConnectionResetError(104, 'Connection reset by peer')",9
POST,/api/v1/users/login,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/users/login'),9
GET,/adminlogin.html,"ConnectionResetError(104, 'Connection reset by peer')",740
GET,/api/v1/adminorderservice/adminorder,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/adminorderservice/adminorder'),632
GET,/api/v1/verifycode/generate,"ConnectionResetError(104, 'Connection reset by peer')",6504
GET,/api/v1/adminuserservice/users,"ConnectionResetError(104, 'Connection reset by peer')",37
GET,/index.html,RemoteDisconnected('Remote end closed connection without response'),27333
POST,/api/v1/users/login,RemoteDisconnected('Remote end closed connection without response'),9530
GET,/client_login.html,"ConnectionResetError(104, 'Connection reset by peer')",813
POST,/api/v1/travelservice/trips/left,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/travelservice/trips/left'),1266
GET,/api/v1/adminuserservice/users,RemoteDisconnected('Remote end closed connection without response'),266
GET,/index.html,"ConnectionResetError(104, 'Connection reset by peer')",4812
POST,/api/v1/users/login,"ConnectionResetError(104, 'Connection reset by peer')",1614
GET,/api/v1/verifycode/generate,RemoteDisconnected('Remote end closed connection without response'),31870
POST,/api/v1/travelservice/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travelservice/trips/left'),22
GET,/api/v1/verifycode/generate,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/verifycode/generate'),10
GET,/adminlogin.html,RemoteDisconnected('Remote end closed connection without response'),4638
POST,/api/v1/travelservice/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",5662
GET,/api/v1/adminorderservice/adminorder,RemoteDisconnected('Remote end closed connection without response'),189
