Method,Name,Error,Occurrences
POST,/api/v1/travelservice/trips/left,RemoteDisconnected('Remote end closed connection without response'),5711
GET,/client_login.html,RemoteDisconnected('Remote end closed connection without response'),892
GET,/api/v1/adminorderservice/adminorder,"ConnectionResetError(104, 'Connection reset by peer')",268
POST,/api/v1/users/login,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/users/login'),4
GET,/api/v1/adminorderservice/adminorder,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/adminorderservice/adminorder'),2
GET,/adminlogin.html,"ConnectionResetError(104, 'Connection reset by peer')",351
GET,/api/v1/adminorderservice/adminorder,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/adminorderservice/adminorder'),1848
GET,/api/v1/verifycode/generate,"ConnectionResetError(104, 'Connection reset by peer')",3074
GET,/api/v1/adminuserservice/users,"ConnectionResetError(104, 'Connection reset by peer')",212
GET,/index.html,RemoteDisconnected('Remote end closed connection without response'),5755
POST,/api/v1/users/login,RemoteDisconnected('Remote end closed connection without response'),2133
GET,/client_login.html,"ConnectionResetError(104, 'Connection reset by peer')",358
GET,/api/v1/adminuserservice/users,RemoteDisconnected('Remote end closed connection without response'),592
GET,/index.html,"ConnectionResetError(104, 'Connection reset by peer')",2124
POST,/api/v1/users/login,"ConnectionResetError(104, 'Connection reset by peer')",876
POST,/api/v1/travel2service/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travel2service/trips/left'),6
GET,/api/v1/verifycode/generate,RemoteDisconnected('Remote end closed connection without response'),6745
POST,/api/v1/travelservice/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travelservice/trips/left'),24
GET,/api/v1/verifycode/generate,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/verifycode/generate'),10
POST,/api/v1/travel2service/trips/left,RemoteDisconnected('Remote end closed connection without response'),5473
POST,/api/v1/travel2service/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",1827
GET,/adminlogin.html,RemoteDisconnected('Remote end closed connection without response'),967
GET,/api/v1/adminuserservice/users,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/adminuserservice/users'),2
POST,/api/v1/travelservice/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",2445
GET,/api/v1/adminorderservice/adminorder,RemoteDisconnected('Remote end closed connection without response'),976
