Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1034,0,4,4.82527026591365,1.567783998325467,33.46220008097589,8649.0,3.93693388452685,0.0,4,5,5,6,8,10,12,21,30,33,33
GET,/catalogue,5809,0,8,17.252322882532503,3.821693127974868,73.51821893826127,2795.0,22.117648873516895,0.0,8,9,13,47,50,52,54,55,64,74,74
GET,/category.html,5809,0,4,4.631715292330042,1.43025116994977,37.651553051546216,11518.0,22.117648873516895,0.0,4,5,5,6,7,9,11,13,24,38,38
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,603,0,4,4.584130250337607,1.5960140153765678,30.117997201159596,10364.0,2.295910186044188,0.0,4,5,5,6,6,8,10,13,30,30,30
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,663,0,4,4.790353782258669,1.8480140715837479,34.41963507793844,10364.0,2.5243589607749533,0.0,4,5,6,6,7,9,10,13,34,34,34
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,634,0,4,4.681294457840054,1.9527592230588198,36.81287495419383,10364.0,2.413942052988417,0.0,4,5,6,6,7,9,10,11,37,37,37
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,660,0,4,4.76714399057638,1.6180719248950481,31.670327996835113,10364.0,2.512936522038415,0.0,4,5,5,6,7,9,11,12,32,32,32
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,650,0,4,4.541233244638604,1.8288411665707827,16.133803874254227,10364.0,2.474861726249954,0.0,4,5,5,6,7,8,10,12,16,16,16
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,648,0,4,4.713009664196705,1.7609519418329,32.318954123184085,10364.0,2.467246767092262,0.0,4,5,5,6,7,8,10,14,32,32,32
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,675,0,4,4.636140906907342,1.7291940748691559,14.653115067631006,10364.0,2.570048715721106,0.0,4,5,5,6,7,8,10,11,15,15,15
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,603,0,4,4.594500819113025,1.9158970098942518,30.261377105489373,10364.0,2.295910186044188,0.0,4,5,5,6,7,8,10,12,30,30,30
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,619,0,4,4.713857438872675,1.8096950370818377,32.02260797843337,10364.0,2.3568298593057255,0.0,4,5,5,6,7,9,11,13,32,32,32
GET,/login,1033,0,57,58.17702341516433,49.1770850494504,85.8313909266144,13.0,3.9331264049480037,0.0,57,59,60,61,63,65,69,73,81,86,86
,Aggregated,19440,0,5,11.2699923843314,1.43025116994977,85.8313909266144,7805.84012345679,74.01740301276786,0.0,5,7,8,9,49,55,59,61,71,81,86
