Method,Name,Error,Occurrences
POST,/api/v1/travelservice/trips/left,RemoteDisconnected('Remote end closed connection without response'),27202
GET,/client_login.html,RemoteDisconnected('Remote end closed connection without response'),4778
GET,/api/v1/adminorderservice/adminorder,"ConnectionResetError(104, 'Connection reset by peer')",4
POST,/api/v1/users/login,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/users/login'),5
GET,/adminlogin.html,"ConnectionResetError(104, 'Connection reset by peer')",728
GET,/api/v1/adminorderservice/adminorder,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/adminorderservice/adminorder'),610
GET,/api/v1/verifycode/generate,"ConnectionResetError(104, 'Connection reset by peer')",6220
GET,/api/v1/adminuserservice/users,"ConnectionResetError(104, 'Connection reset by peer')",18
GET,/index.html,RemoteDisconnected('Remote end closed connection without response'),27431
POST,/api/v1/users/login,RemoteDisconnected('Remote end closed connection without response'),9457
GET,/client_login.html,"ConnectionResetError(104, 'Connection reset by peer')",804
POST,/api/v1/travelservice/trips/left,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/travelservice/trips/left'),1298
GET,/api/v1/adminuserservice/users,RemoteDisconnected('Remote end closed connection without response'),262
GET,/index.html,"ConnectionResetError(104, 'Connection reset by peer')",4635
POST,/api/v1/users/login,"ConnectionResetError(104, 'Connection reset by peer')",1622
GET,/api/v1/verifycode/generate,RemoteDisconnected('Remote end closed connection without response'),32094
POST,/api/v1/travelservice/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travelservice/trips/left'),25
GET,/api/v1/verifycode/generate,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/verifycode/generate'),13
GET,/adminlogin.html,RemoteDisconnected('Remote end closed connection without response'),4655
POST,/api/v1/travelservice/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",5502
GET,/api/v1/adminorderservice/adminorder,RemoteDisconnected('Remote end closed connection without response'),200
