Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/admin_user.html,4,0,4,4.065037122927606,3.309177700430155,4.480625037103891,27664.0,0.01297230450192592,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/adminlogin.html,186,0,6,6.7077500830774985,1.6500777564942837,33.326600678265095,2285.0,0.6032121593395553,0.0,6,8,9,10,11,14,17,28,33,33,33
GET,/api/v1/adminorderservice/adminorder,161,161,60001.91705627367,60005.726252156106,60001.91705627367,60016.11222093925,189.0,0.5221352562025183,0.5221352562025183,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/adminuserservice/users,165,0,34,36.765982094926365,20.148716401308775,67.30258697643876,158157.4909090909,0.5351075607044442,0.0,34,42,45,47,51,54,58,61,67,67,67
POST,/api/v1/adminuserservice/users,4,0,141.8406367301941,144.26414284389466,141.8406367301941,146.16709994152188,211.0,0.01297230450192592,0.0,150,150,150,150,150,150,150,150,150,150,150
POST,/api/v1/travel2service/trips/left,419,0,37,82.08620389767863,22.01759396120906,304.7326076775789,169.88782816229116,1.3588488965767402,0.0,37,120,140,150,170,260,280,290,300,300,300
POST,/api/v1/travelservice/trips/left,637,218,2200.0,23097.890876139274,24.498767219483852,60032.29303564876,89.67660910518053,2.065839491931703,0.7069905953549627,2200,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,/api/v1/users/login,347,0,130.0,135.06525418095785,104.23116106539965,158.41306606307626,339.1440922190202,1.1253474155420735,0.0,130,140,140,140,140,150,150,160,160,160,160
GET,/api/v1/verifycode/generate,870,0,6,5.9184332030300775,2.6654088869690895,15.40112728253007,1250.0908045977012,2.8214762291688875,0.0,6,6,7,7,7,8,9,10,15,15,15
GET,/client_login.html,161,0,3,3.485466998579524,1.1323071084916592,10.043701156973839,12241.0,0.5221352562025183,0.0,3,4,4,5,6,8,9,10,10,10,10
GET,/index.html,709,0,4,4.024884380447469,1.2068427167832851,11.114276014268398,18128.0,2.299340972966369,0.0,4,5,5,5,5,6,8,9,11,11,11
,Aggregated,3663,379,8,6680.8657828861315,1.1323071084916592,60032.29303564876,11689.884520884521,11.879387847638661,1.229125851557481,8,36,130,140,60000,60000,60000,60000,60000,60000,60000
