t,total_energy
0,0
1,2.4015
2,4.78028
3,7.15906
4,9.53784
5,11.9166
6,14.326
7,16.7048
8,19.0836
9,21.4623
10,23.8411
11,26.2653
12,28.6441
13,31.0228
14,33.4016
15,35.7804
16,38.2124
17,40.5912
18,42.97
19,45.3487
20,47.7275
21,50.1821
22,52.5609
23,54.9397
24,57.3184
25,59.6972
26,62.1793
27,64.558
28,66.9368
29,69.3156
30,71.6944
31,74.1911
32,76.5699
33,78.9487
34,81.3275
35,83.7062
36,86.2314
37,88.6102
38,90.989
39,93.3678
40,95.7465
41,98.3057
42,100.684
43,103.063
44,105.442
45,107.821
46,110.412
47,112.791
48,115.169
49,117.548
50,119.927
51,122.546
52,124.925
53,127.304
54,129.683
55,132.061
56,134.719
57,137.098
58,139.476
59,141.855
60,144.234
61,146.929
62,149.308
63,151.687
64,154.066
65,156.444
66,159.169
67,161.548
68,163.927
69,166.305
70,168.684
71,171.449
72,173.828
73,176.207
74,178.586
75,180.965
76,183.733
77,186.112
78,188.491
79,190.869
80,193.248
81,196.069
82,198.448
83,200.827
84,203.205
85,205.584
86,208.437
87,210.816
88,213.194
89,215.573
90,217.952
91,220.828
92,223.207
93,225.585
94,227.964
95,230.343
96,233.257
97,235.635
98,238.014
99,240.393
100,242.772
101,245.733
102,248.112
103,250.49
104,252.869
105,255.248
106,258.21
107,260.589
108,262.967
109,265.346
110,267.725
111,270.724
112,273.102
113,275.481
114,277.86
115,280.239
116,283.287
117,285.666
118,288.045
119,290.424
120,292.802
121,295.856
122,298.234
123,300.613
124,302.992
125,305.371
126,308.477
127,310.855
128,313.234
129,315.613
130,317.992
131,321.102
132,323.481
133,325.86
134,328.239
135,330.618
136,333.774
137,336.152
138,338.531
139,340.91
140,343.289
141,346.461
142,348.85
143,351.229
144,353.607
145,355.986
146,359.184
147,361.587
148,363.966
149,366.345
150,368.724
151,371.932
152,374.342
153,376.721
154,379.099
155,381.478
156,384.706
157,387.128
158,389.507
159,391.885
160,394.264
161,397.489
162,399.933
163,402.311
164,404.69
165,407.069
166,410.311
167,412.761
168,415.14
169,417.518
170,419.897
171,423.164
172,425.631
173,428.01
174,430.389
175,432.768
176,436.05
177,438.531
178,440.91
179,443.289
180,445.668
181,448.964
182,451.452
183,453.831
184,456.209
185,458.588
186,461.893
187,464.399
188,466.778
189,469.156
190,471.535
191,474.858
192,477.355
193,479.734
194,482.113
195,484.492
196,487.807
197,490.306
198,492.684
199,495.063
200,497.442
201,500.79
202,503.333
203,505.711
204,508.09
205,510.469
206,513.83
207,516.386
208,518.765
209,521.143
210,523.522
211,526.892
212,529.449
213,531.827
214,534.206
215,536.585
216,539.955
217,542.52
218,544.898
219,547.277
220,549.656
221,553.042
222,555.617
223,557.996
224,560.375
225,562.754
226,566.132
227,568.713
228,571.092
229,573.471
230,575.85
231,579.265
232,581.854
233,584.233
234,586.612
235,588.99
236,592.402
237,594.993
238,597.371
239,599.75
240,602.129
241,605.535
242,608.13
243,610.509
244,612.888
245,615.267
246,618.698
247,621.297
248,623.675
249,626.054
250,628.433
251,631.857
252,634.399
253,636.778
254,639.157
255,641.535
256,644.968
257,647.571
258,649.949
259,652.328
260,654.707
261,658.149
262,660.751
263,663.129
264,665.508
265,667.887
266,671.327
267,673.931
268,676.31
269,678.689
270,681.068
271,684.506
272,687.11
273,689.488
274,691.867
275,694.246
276,697.684
277,700.283
278,702.662
279,705.041
280,707.419
281,710.853
282,713.452
283,715.831
284,718.21
285,720.589
286,724.016
287,726.583
288,728.961
289,731.34
290,733.719
291,737.137
292,739.73
293,742.108
294,744.487
295,746.866
296,750.27
297,752.862
298,755.241
299,757.619
300,759.998
