Method,Name,Error,Occurrences
POST,/api/v1/travelservice/trips/left,RemoteDisconnected('Remote end closed connection without response'),6047
GET,/client_login.html,RemoteDisconnected('Remote end closed connection without response'),904
GET,/api/v1/adminorderservice/adminorder,"ConnectionResetError(104, 'Connection reset by peer')",325
POST,/api/v1/users/login,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/users/login'),6
GET,/adminlogin.html,"ConnectionResetError(104, 'Connection reset by peer')",344
GET,/api/v1/adminorderservice/adminorder,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/adminorderservice/adminorder'),1847
GET,/api/v1/verifycode/generate,"ConnectionResetError(104, 'Connection reset by peer')",3191
GET,/api/v1/adminuserservice/users,"ConnectionResetError(104, 'Connection reset by peer')",236
GET,/index.html,RemoteDisconnected('Remote end closed connection without response'),5884
POST,/api/v1/users/login,RemoteDisconnected('Remote end closed connection without response'),2185
GET,/client_login.html,"ConnectionResetError(104, 'Connection reset by peer')",359
GET,/api/v1/adminuserservice/users,RemoteDisconnected('Remote end closed connection without response'),622
GET,/index.html,"ConnectionResetError(104, 'Connection reset by peer')",2137
POST,/api/v1/users/login,"ConnectionResetError(104, 'Connection reset by peer')",897
GET,/api/v1/verifycode/generate,RemoteDisconnected('Remote end closed connection without response'),6981
POST,/api/v1/travelservice/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travelservice/trips/left'),28
GET,/api/v1/verifycode/generate,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/verifycode/generate'),9
POST,/api/v1/travel2service/trips/left,RemoteDisconnected('Remote end closed connection without response'),5723
POST,/api/v1/travel2service/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",1885
GET,/adminlogin.html,RemoteDisconnected('Remote end closed connection without response'),990
POST,/api/v1/travelservice/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",2556
GET,/api/v1/adminorderservice/adminorder,RemoteDisconnected('Remote end closed connection without response'),927
