Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/adminlogin.html,5148,1334,65,308.4252876852456,1.1098100803792477,1661.4153082482517,1692.8885003885005,16.676126191172433,4.32128056313598,65,320,610,720,970,1100,1300,1400,1500,1700,1700
GET,/api/v1/adminorderservice/adminorder,3099,3099,60000.0,35812.9846648145,0.8000261150300503,61366.00862303749,112.64375605033882,10.038716990373615,10.038716990373615,60000,60000,60000,60000,60000,60000,60000,60000,61000,61000,61000
GET,/api/v1/adminuserservice/users,3098,858,110.0,326.9456269475346,0.9015039540827274,1670.8401441574097,117302.8276307295,10.03547764962164,2.7793543651954056,110,300,620,730,980,1200,1300,1400,1500,1700,1700
POST,/api/v1/travel2service/trips/left,17629,7608,48,71.68749292666966,0.9454060345888138,1560.8847509138286,24.842702365420614,57.10633811658486,24.644904441033386,48,66,74,78,92,240,300,660,1400,1600,1600
POST,/api/v1/travelservice/trips/left,26265,8631,68,216.3369921935297,0.9269942529499531,1767.6840387284756,29.25657719398439,85.08128485064957,27.958750030304834,68,84,240,440,770,950,1200,1300,1500,1700,1800
POST,/api/v1/users/login,9754,3088,180.0,295.59272061465305,0.9583053179085255,1848.9653281867504,233.16987902399015,31.596529694773878,10.00308424210188,180,210,330,470,860,1100,1300,1400,1600,1800,1800
GET,/api/v1/verifycode/generate,30927,10181,56,201.15594156916978,0.855456106364727,1720.236849039793,838.0151000743687,100.18309143636166,32.97972819586763,56,67,97,340,770,980,1200,1300,1500,1600,1700
GET,/client_login.html,4632,1263,63,308.9119873536608,0.7927929982542992,1554.8325390554965,8903.266191709845,15.00462636315282,4.091287369745684,63,410,620,700,900,1100,1300,1300,1500,1600,1600
GET,/index.html,26339,8021,86,359.7866203664041,0.8736341260373592,1766.6478678584099,12607.490944986523,85.32099606629579,25.982752171599476,86,520,670,770,990,1200,1300,1400,1500,1700,1800
,Aggregated,126891,44083,64,1107.5854208994394,0.7927929982542992,61366.00862303749,6108.982307649872,411.0431873589863,142.79985836935788,64,100,320,550,860,1100,1400,60000,60000,61000,61000
