Method,Name,Error,Occurrences
POST,/api/v1/travelservice/trips/left,RemoteDisconnected('Remote end closed connection without response'),27154
GET,/client_login.html,RemoteDisconnected('Remote end closed connection without response'),4816
GET,/api/v1/adminorderservice/adminorder,"ConnectionResetError(104, 'Connection reset by peer')",7
POST,/api/v1/users/login,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/users/login'),9
GET,/api/v1/adminorderservice/adminorder,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/adminorderservice/adminorder'),1
GET,/adminlogin.html,"ConnectionResetError(104, 'Connection reset by peer')",752
GET,/api/v1/adminorderservice/adminorder,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/adminorderservice/adminorder'),582
GET,/api/v1/verifycode/generate,"ConnectionResetError(104, 'Connection reset by peer')",6507
GET,/api/v1/adminuserservice/users,"ConnectionResetError(104, 'Connection reset by peer')",27
GET,/index.html,RemoteDisconnected('Remote end closed connection without response'),27680
POST,/api/v1/users/login,RemoteDisconnected('Remote end closed connection without response'),9555
GET,/client_login.html,"ConnectionResetError(104, 'Connection reset by peer')",817
POST,/api/v1/travelservice/trips/left,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/travelservice/trips/left'),1341
GET,/api/v1/adminuserservice/users,RemoteDisconnected('Remote end closed connection without response'),231
GET,/index.html,"ConnectionResetError(104, 'Connection reset by peer')",4788
POST,/api/v1/users/login,"ConnectionResetError(104, 'Connection reset by peer')",1608
GET,/api/v1/verifycode/generate,RemoteDisconnected('Remote end closed connection without response'),32083
POST,/api/v1/travelservice/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travelservice/trips/left'),13
GET,/api/v1/verifycode/generate,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/verifycode/generate'),13
GET,/adminlogin.html,RemoteDisconnected('Remote end closed connection without response'),4642
POST,/api/v1/travelservice/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",5763
GET,/api/v1/adminorderservice/adminorder,RemoteDisconnected('Remote end closed connection without response'),158
