Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/adminlogin.html,189,0,5,6.680488416422454,1.292975153774023,32.16015500947833,2285.0,0.6742323825452731,0.0,5,8,9,10,12,14,18,31,32,32,32
GET,/api/v1/adminorderservice/adminorder,160,160,60001.67146185413,60005.56047416176,60001.67146185413,60011.76723185927,189.0,0.5707787365462629,0.5707787365462629,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/adminuserservice/users,160,0,35,36.70146490621846,20.62754286453128,76.71750476583838,157860.0,0.5707787365462629,0.0,35,41,44,45,50,58,70,73,77,77,77
POST,/api/v1/travel2service/trips/left,507,0,38,85.64702086462924,23.486026097089052,319.69865411520004,170.63510848126234,1.8086551214309707,0.0,38,130,150,150,170,260,290,300,320,320,320
POST,/api/v1/travelservice/trips/left,719,212,43,20224.230200439557,24.663285817950964,60031.93784924224,82.52294853963839,2.564936947354769,0.7562818259237983,43,7000,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,/api/v1/users/login,349,0,130.0,135.30308561116712,108.12860820442438,168.52165013551712,339.1661891117478,1.245011119091536,0.0,130,140,140,140,140,150,150,160,170,170,170
GET,/api/v1/verifycode/generate,950,0,6,6.026592465901845,2.718753181397915,34.88281415775418,1247.4821052631578,3.388998748243436,0.0,6,6,7,7,7,8,10,12,35,35,35
GET,/client_login.html,160,0,3,3.9180376625154167,1.1097523383796215,33.595506101846695,12241.0,0.5707787365462629,0.0,3,4,5,5,6,7,9,32,34,34,34
GET,/index.html,790,0,4,4.105658711323255,1.2865681201219559,11.253232602030039,18128.0,2.818220011697173,0.0,4,5,5,5,6,7,9,10,11,11,11
,Aggregated,3984,372,9,6086.718241060452,1.1097523383796215,60031.93784924224,10905.800200803213,14.212390540001946,1.3270605624700613,9,37,130,130,48000,60000,60000,60000,60000,60000,60000
