t,total_energy
0,0
1,2.41867
2,4.79745
3,7.17622
4,9.555
5,11.9338
6,14.3589
7,16.7377
8,19.1165
9,21.4952
10,23.874
11,26.3045
12,28.6833
13,31.0621
14,33.4409
15,35.8196
16,38.2577
17,40.6365
18,43.0152
19,45.394
20,47.7728
21,50.217
22,52.5957
23,54.9745
24,57.3533
25,59.7321
26,62.1817
27,64.5605
28,66.9393
29,69.318
30,71.6968
31,74.1531
32,76.5318
33,78.9106
34,81.2894
35,83.6682
36,86.1309
37,88.5097
38,90.8885
39,93.2672
40,95.646
41,98.1138
42,100.493
43,102.871
44,105.25
45,107.629
46,110.1
47,112.479
48,114.858
49,117.237
50,119.615
51,122.092
52,124.471
53,126.85
54,129.228
55,131.607
56,134.105
57,136.484
58,138.862
59,141.241
60,143.62
61,146.141
62,148.52
63,150.898
64,153.277
65,155.656
66,158.199
67,160.578
68,162.957
69,165.335
70,167.714
71,170.28
72,172.659
73,175.038
74,177.417
75,179.795
76,182.387
77,184.766
78,187.145
79,189.523
80,191.902
81,194.518
82,196.896
83,199.275
84,201.654
85,204.033
86,206.659
87,209.037
88,211.416
89,213.795
90,216.174
91,218.808
92,221.187
93,223.566
94,225.944
95,228.323
96,230.961
97,233.34
98,235.719
99,238.098
100,240.476
101,243.116
102,245.494
103,247.873
104,250.252
105,252.631
106,255.264
107,257.643
108,260.022
109,262.401
110,264.779
111,267.393
112,269.772
113,272.15
114,274.529
115,276.908
116,279.497
117,281.876
118,284.254
119,286.633
120,289.012
121,291.579
122,293.958
123,296.337
124,298.716
125,301.095
126,303.642
127,306.02
128,308.399
129,310.778
130,313.157
131,315.679
132,318.058
133,320.437
134,322.816
135,325.195
136,327.697
137,330.076
138,332.454
139,334.833
140,337.212
141,339.704
142,342.082
143,344.461
144,346.84
145,349.219
146,351.706
147,354.085
148,356.464
149,358.843
150,361.221
151,363.711
152,366.09
153,368.468
154,370.847
155,373.226
156,375.709
157,378.088
158,380.467
159,382.846
160,385.224
161,387.704
162,390.083
163,392.461
164,394.84
165,397.219
166,399.697
167,402.076
168,404.455
169,406.834
170,409.212
171,411.688
172,414.067
173,416.445
174,418.824
175,421.203
176,423.675
177,426.054
178,428.433
179,430.812
180,433.19
181,435.661
182,438.04
183,440.418
184,442.797
185,445.176
186,447.648
187,450.026
188,452.405
189,454.784
190,457.163
191,459.634
192,462.013
193,464.391
194,466.77
195,469.149
196,471.62
197,473.999
198,476.378
199,478.756
200,481.135
201,483.604
202,485.983
203,488.362
204,490.741
205,493.119
206,495.593
207,497.972
208,500.351
209,502.73
210,505.108
211,507.59
212,509.969
213,512.347
214,514.726
215,517.105
216,519.589
217,521.968
218,524.346
219,526.725
220,529.104
221,531.588
222,533.966
223,536.345
224,538.724
225,541.103
226,543.587
227,545.966
228,548.345
229,550.723
230,553.102
231,555.588
232,557.966
233,560.345
234,562.724
235,565.103
236,567.586
237,569.965
238,572.344
239,574.723
240,577.102
241,579.581
242,581.96
243,584.338
244,586.717
245,589.096
246,591.57
247,593.949
248,596.328
249,598.706
250,601.085
251,603.558
252,605.937
253,608.316
254,610.695
255,613.073
256,615.544
257,617.923
258,620.301
259,622.68
260,625.059
261,627.524
262,629.903
263,632.281
264,634.66
265,637.039
266,639.503
267,641.881
268,644.26
269,646.639
270,649.018
271,651.48
272,653.859
273,656.238
274,658.617
275,660.995
276,663.456
277,665.835
278,668.214
279,670.592
280,672.971
281,675.431
282,677.81
283,680.189
284,682.568
285,684.946
286,687.403
287,689.782
288,692.161
289,694.539
290,696.918
291,699.372
292,701.75
293,704.129
294,706.508
295,708.887
296,711.34
297,713.719
298,716.098
299,718.476
300,720.855
