Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/adminlogin.html,6316,5388,38,57.47002592894819,1.2265881523489952,404.27961526438594,335.7314756174794,20.44575435156968,17.441691647602507,38,61,86,99,140,180,270,310,350,400,400
GET,/api/v1/adminorderservice/adminorder,836,836,60000.0,44587.02187358941,0.9541166946291924,60232.506927102804,140.39354066985646,2.706246142798013,2.706246142798013,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/adminuserservice/users,835,327,41,51.063275314354435,0.9680436924099922,348.79788756370544,98700.44550898204,2.703009006263566,1.0585436467642946,41,49,55,62,110,130,170,210,350,350,350
POST,/api/v1/travel2service/trips/left,239,0,37,80.17501530576513,19.52751073986292,288.54880295693874,174.56066945606693,0.7736756317329248,0.0,37,120,140,140,150,240,270,280,290,290,290
POST,/api/v1/travelservice/trips/left,34271,34032,51,2321.0662829338075,0.9536230936646461,60409.48235569522,7.4842870065069595,110.9399061720463,110.16623054031338,51,90,110,120,180,310,60000,60000,60000,60000,60000
POST,/api/v1/users/login,12600,11183,60,78.17910557487122,1.0128146968781948,545.8556842058897,38.68309523809524,40.78792033403704,36.2008978647251,60,99,130,130,160,260,320,350,450,520,550
GET,/api/v1/verifycode/generate,41099,38397,42,65.8888915491622,0.6593079306185246,414.5035077817738,82.22273048006035,133.04307442925304,124.29633151317621,42,84,100,120,150,230,290,310,360,410,410
GET,/client_login.html,6301,5640,43,66.20297142004583,0.9754961356520653,410.951788071543,1284.1296619584193,20.397197303552968,18.257450054283247,43,87,110,120,150,230,290,310,370,410,410
GET,/index.html,34834,32244,51,70.11223983777504,0.8079009130597115,411.7363691329956,1347.8647298616295,112.76241404094017,104.37823041672145,51,90,110,120,160,230,290,310,360,410,410
,Aggregated,137331,128047,48,901.4516182471908,0.6593079306185246,60409.48235569522,1047.5452374190825,444.5591974121937,414.5056218263842,48,88,110,120,160,260,330,60000,60000,60000,60000
