Method,Name,Error,Occurrences
POST,/api/v1/travelservice/trips/left,RemoteDisconnected('Remote end closed connection without response'),27183
GET,/client_login.html,RemoteDisconnected('Remote end closed connection without response'),4845
GET,/api/v1/adminorderservice/adminorder,"ConnectionResetError(104, 'Connection reset by peer')",12
POST,/api/v1/users/login,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/users/login'),6
GET,/adminlogin.html,"ConnectionResetError(104, 'Connection reset by peer')",688
GET,/api/v1/adminorderservice/adminorder,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/adminorderservice/adminorder'),621
GET,/api/v1/verifycode/generate,"ConnectionResetError(104, 'Connection reset by peer')",6434
GET,/api/v1/adminuserservice/users,"ConnectionResetError(104, 'Connection reset by peer')",38
GET,/index.html,RemoteDisconnected('Remote end closed connection without response'),27481
POST,/api/v1/users/login,RemoteDisconnected('Remote end closed connection without response'),9606
GET,/client_login.html,"ConnectionResetError(104, 'Connection reset by peer')",795
POST,/api/v1/travelservice/trips/left,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/travelservice/trips/left'),1288
GET,/api/v1/adminuserservice/users,RemoteDisconnected('Remote end closed connection without response'),289
GET,/index.html,"ConnectionResetError(104, 'Connection reset by peer')",4763
POST,/api/v1/users/login,"ConnectionResetError(104, 'Connection reset by peer')",1571
GET,/api/v1/verifycode/generate,RemoteDisconnected('Remote end closed connection without response'),31946
POST,/api/v1/travelservice/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travelservice/trips/left'),20
GET,/api/v1/verifycode/generate,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/verifycode/generate'),17
GET,/adminlogin.html,RemoteDisconnected('Remote end closed connection without response'),4700
POST,/api/v1/travelservice/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",5541
GET,/api/v1/adminorderservice/adminorder,RemoteDisconnected('Remote end closed connection without response'),203
