t,total_energy
0,0
1,2.39679
2,4.77556
3,7.15434
4,9.53312
5,11.9119
6,14.3108
7,16.6896
8,19.0684
9,21.4472
10,23.826
11,26.2275
12,28.6063
13,30.9851
14,33.3639
15,35.7426
16,38.1471
17,40.5259
18,42.9046
19,45.2834
20,47.6622
21,50.0722
22,52.451
23,54.8298
24,57.2085
25,59.5873
26,62.0039
27,64.3827
28,66.7615
29,69.1402
30,71.519
31,73.9432
32,76.322
33,78.7008
34,81.0795
35,83.4583
36,85.9005
37,88.2793
38,90.6581
39,93.0368
40,95.4156
41,97.8777
42,100.256
43,102.635
44,105.014
45,107.393
46,109.874
47,112.253
48,114.632
49,117.01
50,119.389
51,121.894
52,124.273
53,126.651
54,129.03
55,131.409
56,133.932
57,136.311
58,138.69
59,141.069
60,143.447
61,146
62,148.379
63,150.758
64,153.137
65,155.515
66,158.096
67,160.475
68,162.854
69,165.233
70,167.611
71,170.227
72,172.606
73,174.984
74,177.363
75,179.742
76,182.393
77,184.771
78,187.15
79,189.529
80,191.908
81,194.59
82,196.969
83,199.347
84,201.726
85,204.105
86,206.816
87,209.194
88,211.573
89,213.952
90,216.331
91,219.076
92,221.455
93,223.834
94,226.213
95,228.591
96,231.375
97,233.754
98,236.133
99,238.512
100,240.89
101,243.707
102,246.086
103,248.465
104,250.843
105,253.222
106,256.071
107,258.45
108,260.829
109,263.207
110,265.586
111,268.445
112,270.823
113,273.202
114,275.581
115,277.96
116,280.869
117,283.248
118,285.627
119,288.006
120,290.384
121,293.327
122,295.706
123,298.085
124,300.464
125,302.842
126,305.815
127,308.194
128,310.573
129,312.951
130,315.33
131,318.313
132,320.691
133,323.07
134,325.449
135,327.828
136,330.863
137,333.241
138,335.62
139,337.999
140,340.378
141,343.439
142,345.817
143,348.196
144,350.575
145,352.954
146,356.042
147,358.421
148,360.8
149,363.179
150,365.557
151,368.681
152,371.06
153,373.439
154,375.817
155,378.196
156,381.339
157,383.718
158,386.097
159,388.475
160,390.854
161,394.035
162,396.414
163,398.793
164,401.172
165,403.551
166,406.747
167,409.139
168,411.517
169,413.896
170,416.275
171,419.486
172,421.884
173,424.263
174,426.641
175,429.02
176,432.24
177,434.659
178,437.038
179,439.416
180,441.795
181,445.037
182,447.472
183,449.85
184,452.229
185,454.608
186,457.862
187,460.31
188,462.689
189,465.067
190,467.446
191,470.715
192,473.17
193,475.549
194,477.928
195,480.307
196,483.593
197,486.033
198,488.412
199,490.791
200,493.169
201,496.47
202,498.96
203,501.339
204,503.717
205,506.096
206,509.412
207,511.912
208,514.291
209,516.67
210,519.049
211,522.38
212,524.89
213,527.269
214,529.647
215,532.026
216,535.353
217,537.868
218,540.246
219,542.625
220,545.004
221,548.365
222,550.895
223,553.274
224,555.652
225,558.031
226,561.404
227,563.942
228,566.321
229,568.7
230,571.079
231,574.465
232,577.011
233,579.39
234,581.769
235,584.147
236,587.544
237,590.094
238,592.473
239,594.852
240,597.23
241,600.646
242,603.202
243,605.581
244,607.959
245,610.338
246,613.775
247,616.334
248,618.713
249,621.092
250,623.471
251,626.923
252,629.455
253,631.833
254,634.212
255,636.591
256,640.062
257,642.626
258,645.005
259,647.384
260,649.763
261,653.233
262,655.801
263,658.18
264,660.559
265,662.937
266,666.434
267,669.006
268,671.385
269,673.764
270,676.142
271,679.61
272,682.184
273,684.563
274,686.941
275,689.32
276,692.821
277,695.4
278,697.779
279,700.158
280,702.537
281,706.04
282,708.622
283,711
284,713.379
285,715.758
286,719.257
287,721.838
288,724.217
289,726.596
290,728.975
291,732.474
292,735.062
293,737.441
294,739.82
295,742.199
296,745.659
297,748.25
298,750.629
299,753.008
300,755.386
