t,total_energy
0,0
1,2.41961
2,4.79839
3,7.17717
4,9.55595
5,11.9347
6,14.3599
7,16.7387
8,19.1175
9,21.4963
10,23.875
11,26.3033
12,28.6821
13,31.0609
14,33.4396
15,35.8184
16,38.248
17,40.6268
18,43.0056
19,45.3844
20,47.7632
21,50.1941
22,52.5728
23,54.9516
24,57.3304
25,59.7092
26,62.1418
27,64.5206
28,66.8994
29,69.2782
30,71.6569
31,74.0903
32,76.4691
33,78.8479
34,81.2266
35,83.6054
36,86.0419
37,88.4206
38,90.7994
39,93.1782
40,95.557
41,97.9938
42,100.373
43,102.751
44,105.13
45,107.509
46,109.947
47,112.326
48,114.705
49,117.083
50,119.462
51,121.901
52,124.28
53,126.659
54,129.037
55,131.416
56,133.854
57,136.233
58,138.612
59,140.991
60,143.37
61,145.808
62,148.187
63,150.565
64,152.944
65,155.323
66,157.762
67,160.141
68,162.52
69,164.899
70,167.278
71,169.717
72,172.095
73,174.474
74,176.853
75,179.232
76,181.671
77,184.05
78,186.429
79,188.808
80,191.186
81,193.624
82,196.003
83,198.382
84,200.761
85,203.14
86,205.581
87,207.959
88,210.338
89,212.717
90,215.096
91,217.537
92,219.915
93,222.294
94,224.673
95,227.052
96,229.493
97,231.872
98,234.251
99,236.629
100,239.008
101,241.447
102,243.826
103,246.205
104,248.584
105,250.963
106,253.403
107,255.782
108,258.161
109,260.539
110,262.918
111,265.36
112,267.739
113,270.117
114,272.496
115,274.875
116,277.316
117,279.695
118,282.073
119,284.452
120,286.831
121,289.269
122,291.648
123,294.027
124,296.406
125,298.785
126,301.226
127,303.604
128,305.983
129,308.362
130,310.741
131,313.182
132,315.561
133,317.94
134,320.318
135,322.697
136,325.139
137,327.518
138,329.896
139,332.275
140,334.654
141,337.092
142,339.471
143,341.85
144,344.229
145,346.607
146,349.047
147,351.426
148,353.804
149,356.183
150,358.562
151,361.002
152,363.381
153,365.759
154,368.138
155,370.517
156,372.957
157,375.336
158,377.715
159,380.093
160,382.472
161,384.912
162,387.291
163,389.67
164,392.048
165,394.427
166,396.867
167,399.246
168,401.625
169,404.004
170,406.382
171,408.82
172,411.199
173,413.578
174,415.957
175,418.336
176,420.775
177,423.154
178,425.533
179,427.912
180,430.291
181,432.732
182,435.111
183,437.489
184,439.868
185,442.247
186,444.688
187,447.067
188,449.445
189,451.824
190,454.203
191,456.644
192,459.023
193,461.402
194,463.781
195,466.159
196,468.599
197,470.978
198,473.357
199,475.736
200,478.114
201,480.553
202,482.932
203,485.31
204,487.689
205,490.068
206,492.508
207,494.887
208,497.265
209,499.644
210,502.023
211,504.462
212,506.841
213,509.22
214,511.598
215,513.977
216,516.418
217,518.797
218,521.176
219,523.554
220,525.933
221,528.374
222,530.752
223,533.131
224,535.51
225,537.889
226,540.329
227,542.707
228,545.086
229,547.465
230,549.844
231,552.283
232,554.661
233,557.04
234,559.419
235,561.798
236,564.237
237,566.616
238,568.995
239,571.374
240,573.753
241,576.191
242,578.57
243,580.948
244,583.327
245,585.706
246,588.145
247,590.524
248,592.903
249,595.282
250,597.66
251,600.099
252,602.478
253,604.857
254,607.236
255,609.615
256,612.053
257,614.431
258,616.81
259,619.189
260,621.568
261,624.006
262,626.384
263,628.763
264,631.142
265,633.521
266,635.952
267,638.331
268,640.71
269,643.088
270,645.467
271,647.895
272,650.274
273,652.653
274,655.032
275,657.41
276,659.834
277,662.213
278,664.592
279,666.971
280,669.35
281,671.769
282,674.148
283,676.527
284,678.906
285,681.284
286,683.702
287,686.08
288,688.459
289,690.838
290,693.217
291,695.63
292,698.009
293,700.387
294,702.766
295,705.145
296,707.553
297,709.931
298,712.31
299,714.689
300,717.068
