t,total_energy
0,0
1,2.41709
2,4.79587
3,7.17465
4,9.55342
5,11.9322
6,14.3566
7,16.7354
8,19.1142
9,21.4929
10,23.8717
11,26.3011
12,28.6798
13,31.0586
14,33.4374
15,35.8162
16,38.2524
17,40.6312
18,43.0099
19,45.3887
20,47.7675
21,50.2067
22,52.5854
23,54.9642
24,57.343
25,59.7218
26,62.1692
27,64.548
28,66.9268
29,69.3056
30,71.6843
31,74.1389
32,76.5177
33,78.8965
34,81.2753
35,83.654
36,86.1153
37,88.4941
38,90.8728
39,93.2516
40,95.6304
41,98.097
42,100.476
43,102.855
44,105.233
45,107.612
46,110.081
47,112.459
48,114.838
49,117.217
50,119.596
51,122.071
52,124.449
53,126.828
54,129.207
55,131.586
56,134.074
57,136.453
58,138.832
59,141.21
60,143.589
61,146.092
62,148.471
63,150.849
64,153.228
65,155.607
66,158.123
67,160.502
68,162.881
69,165.26
70,167.638
71,170.168
72,172.547
73,174.925
74,177.304
75,179.683
76,182.224
77,184.603
78,186.982
79,189.361
80,191.739
81,194.291
82,196.67
83,199.049
84,201.427
85,203.806
86,206.366
87,208.745
88,211.123
89,213.502
90,215.881
91,218.447
92,220.825
93,223.204
94,225.583
95,227.962
96,230.531
97,232.91
98,235.289
99,237.668
100,240.046
101,242.616
102,244.995
103,247.374
104,249.753
105,252.131
106,254.695
107,257.074
108,259.453
109,261.831
110,264.21
111,266.764
112,269.143
113,271.522
114,273.901
115,276.28
116,278.823
117,281.202
118,283.581
119,285.96
120,288.338
121,290.878
122,293.257
123,295.636
124,298.015
125,300.393
126,302.923
127,305.302
128,307.681
129,310.06
130,312.439
131,314.964
132,317.343
133,319.722
134,322.101
135,324.479
136,327.002
137,329.381
138,331.76
139,334.138
140,336.517
141,339.035
142,341.414
143,343.793
144,346.171
145,348.55
146,351.071
147,353.45
148,355.829
149,358.207
150,360.586
151,363.112
152,365.491
153,367.87
154,370.249
155,372.627
156,375.15
157,377.529
158,379.907
159,382.286
160,384.665
161,387.186
162,389.565
163,391.943
164,394.322
165,396.701
166,399.22
167,401.599
168,403.978
169,406.357
170,408.735
171,411.25
172,413.629
173,416.008
174,418.387
175,420.766
176,423.271
177,425.65
178,428.029
179,430.407
180,432.786
181,435.293
182,437.672
183,440.051
184,442.429
185,444.808
186,447.314
187,449.693
188,452.071
189,454.45
190,456.829
191,459.335
192,461.714
193,464.092
194,466.471
195,468.85
196,471.357
197,473.736
198,476.114
199,478.493
200,480.872
201,483.375
202,485.754
203,488.133
204,490.512
205,492.891
206,495.392
207,497.771
208,500.15
209,502.529
210,504.907
211,507.416
212,509.794
213,512.173
214,514.552
215,516.931
216,519.437
217,521.816
218,524.194
219,526.573
220,528.952
221,531.455
222,533.834
223,536.213
224,538.592
225,540.97
226,543.472
227,545.851
228,548.23
229,550.609
230,552.988
231,555.494
232,557.872
233,560.251
234,562.63
235,565.009
236,567.513
237,569.892
238,572.271
239,574.65
240,577.028
241,579.526
242,581.905
243,584.284
244,586.662
245,589.041
246,591.537
247,593.916
248,596.295
249,598.673
250,601.052
251,603.542
252,605.921
253,608.299
254,610.678
255,613.057
256,615.545
257,617.924
258,620.302
259,622.681
260,625.06
261,627.547
262,629.925
263,632.304
264,634.683
265,637.062
266,639.548
267,641.927
268,644.306
269,646.685
270,649.064
271,651.555
272,653.934
273,656.312
274,658.691
275,661.07
276,663.561
277,665.94
278,668.319
279,670.697
280,673.076
281,675.567
282,677.946
283,680.324
284,682.703
285,685.082
286,687.568
287,689.947
288,692.326
289,694.704
290,697.083
291,699.57
292,701.948
293,704.327
294,706.706
295,709.085
296,711.569
297,713.947
298,716.326
299,718.705
300,721.084
