Method,Name,Error,Occurrences
POST,/api/v1/travelservice/trips/left,RemoteDisconnected('Remote end closed connection without response'),5706
GET,/client_login.html,RemoteDisconnected('Remote end closed connection without response'),880
GET,/api/v1/adminorderservice/adminorder,"ConnectionResetError(104, 'Connection reset by peer')",301
POST,/api/v1/users/login,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/users/login'),3
GET,/adminlogin.html,"ConnectionResetError(104, 'Connection reset by peer')",335
GET,/api/v1/adminorderservice/adminorder,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/adminorderservice/adminorder'),1851
GET,/api/v1/verifycode/generate,"ConnectionResetError(104, 'Connection reset by peer')",3063
GET,/api/v1/adminuserservice/users,"ConnectionResetError(104, 'Connection reset by peer')",226
GET,/index.html,RemoteDisconnected('Remote end closed connection without response'),5613
POST,/api/v1/users/login,RemoteDisconnected('Remote end closed connection without response'),2064
GET,/client_login.html,"ConnectionResetError(104, 'Connection reset by peer')",362
GET,/api/v1/adminuserservice/users,RemoteDisconnected('Remote end closed connection without response'),657
GET,/index.html,"ConnectionResetError(104, 'Connection reset by peer')",2043
POST,/api/v1/users/login,"ConnectionResetError(104, 'Connection reset by peer')",857
POST,/api/v1/travel2service/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travel2service/trips/left'),1
GET,/api/v1/verifycode/generate,RemoteDisconnected('Remote end closed connection without response'),6262
POST,/api/v1/travelservice/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travelservice/trips/left'),14
GET,/api/v1/verifycode/generate,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/verifycode/generate'),6
POST,/api/v1/travel2service/trips/left,RemoteDisconnected('Remote end closed connection without response'),5591
POST,/api/v1/travel2service/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",1849
GET,/adminlogin.html,RemoteDisconnected('Remote end closed connection without response'),891
GET,/api/v1/adminuserservice/users,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/adminuserservice/users'),1
POST,/api/v1/travelservice/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",2380
GET,/api/v1/adminorderservice/adminorder,RemoteDisconnected('Remote end closed connection without response'),1007
