Method,Name,Error,Occurrences
POST,/api/v1/travelservice/trips/left,RemoteDisconnected('Remote end closed connection without response'),5745
GET,/client_login.html,RemoteDisconnected('Remote end closed connection without response'),848
GET,/api/v1/adminorderservice/adminorder,"ConnectionResetError(104, 'Connection reset by peer')",315
POST,/api/v1/users/login,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/users/login'),5
GET,/api/v1/adminorderservice/adminorder,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/adminorderservice/adminorder'),1
GET,/adminlogin.html,"ConnectionResetError(104, 'Connection reset by peer')",397
GET,/api/v1/adminorderservice/adminorder,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/adminorderservice/adminorder'),1855
GET,/api/v1/verifycode/generate,"ConnectionResetError(104, 'Connection reset by peer')",3172
GET,/api/v1/adminuserservice/users,"ConnectionResetError(104, 'Connection reset by peer')",218
GET,/index.html,RemoteDisconnected('Remote end closed connection without response'),5774
POST,/api/v1/users/login,RemoteDisconnected('Remote end closed connection without response'),2092
GET,/client_login.html,"ConnectionResetError(104, 'Connection reset by peer')",371
GET,/api/v1/adminuserservice/users,RemoteDisconnected('Remote end closed connection without response'),607
GET,/index.html,"ConnectionResetError(104, 'Connection reset by peer')",2257
POST,/api/v1/users/login,"ConnectionResetError(104, 'Connection reset by peer')",963
POST,/api/v1/travel2service/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travel2service/trips/left'),2
GET,/api/v1/verifycode/generate,RemoteDisconnected('Remote end closed connection without response'),6399
POST,/api/v1/travelservice/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travelservice/trips/left'),7
GET,/api/v1/verifycode/generate,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/verifycode/generate'),5
POST,/api/v1/travel2service/trips/left,RemoteDisconnected('Remote end closed connection without response'),5519
POST,/api/v1/travel2service/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",1953
GET,/adminlogin.html,RemoteDisconnected('Remote end closed connection without response'),925
POST,/api/v1/travelservice/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",2634
GET,/api/v1/adminorderservice/adminorder,RemoteDisconnected('Remote end closed connection without response'),944
