Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1749846418,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1749846419,5,,Aggregated,0.000000,0.000000,130,130,130,130,130,130,130,130,130,130,130,10,0,30,73.39163841679692,8.538682013750076,134.57267498597503,1313.0
1749846420,10,,Aggregated,0.000000,0.000000,130,130,130,130,130,140,140,140,140,140,140,20,0,30,71.69901661109179,5.078321322798729,135.36963379010558,1313.0
1749846421,15,,Aggregated,0.000000,0.000000,130,130,130,130,140,140,140,140,140,140,140,30,0,30,71.76375319249928,5.078321322798729,137.67909025773406,1313.0
1749846422,20,,Aggregated,10.000000,0.000000,130,130,130,130,140,140,140,140,140,140,140,40,0,30,72.10518610663712,3.8044368848204613,140.70933917537332,1313.0
1749846423,25,,Aggregated,10.000000,0.000000,130,130,130,140,140,140,150,150,150,150,150,50,0,30,72.67246569506824,3.8044368848204613,153.9396229200065,1313.0
1749846424,30,,Aggregated,10.000000,0.000000,130,130,130,130,140,140,140,150,150,150,150,60,0,30,72.49369386894007,3.8044368848204613,153.9396229200065,1313.0
1749846425,35,,Aggregated,10.000000,0.000000,110,130,130,130,140,140,140,150,150,150,150,70,0,30,72.14034885567214,3.8044368848204613,153.9396229200065,1313.0
1749846426,40,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,140,150,150,150,150,80,0,30,72.14719404582866,3.8044368848204613,153.9396229200065,1313.0
1749846427,45,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,140,150,150,150,150,90,0,30,71.81678955546684,3.8044368848204613,153.9396229200065,1313.0
1749846428,50,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,140,150,150,150,150,100,0,30,71.58225596882403,3.8044368848204613,153.9396229200065,1313.0
1749846429,55,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,140,140,150,150,150,110,0,30,71.59188055771996,3.8044368848204613,153.9396229200065,1313.0
1749846430,60,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,140,140,150,150,150,120,0,30,71.57191971394543,3.8044368848204613,153.9396229200065,1313.0
1749846431,65,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,140,150,150,150,150,130,0,30,71.81432608586664,3.8044368848204613,153.9396229200065,1313.0
1749846432,70,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,140,150,150,150,150,140,0,36,71.79729547684214,3.8044368848204613,153.9396229200065,1313.0
1749846433,75,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,150,150,150,150,150,150,0,36,71.95986367762089,3.8044368848204613,153.9396229200065,1313.0
1749846434,80,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,150,150,150,150,150,160,0,36,72.04764465859625,3.537443932145834,153.9396229200065,1313.0
1749846435,85,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,150,150,160,160,160,170,0,36,72.22339621854617,3.537443932145834,155.94682283699512,1313.0
1749846436,90,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,150,150,160,160,160,180,0,36,72.30857036904328,3.537443932145834,155.94682283699512,1313.0
1749846437,95,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,150,150,160,160,160,190,0,36,72.29455632745828,3.537443932145834,155.94682283699512,1313.0
1749846438,100,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,150,150,160,160,160,200,0,36,72.23804223816842,3.537443932145834,155.94682283699512,1313.0
1749846439,105,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,150,150,160,160,160,210,0,36,72.05393142732126,3.537443932145834,155.94682283699512,1313.0
1749846440,110,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,150,150,160,160,160,220,0,36,72.12664336177774,3.537443932145834,160.4354102164507,1313.0
1749846441,115,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,150,150,160,160,160,230,0,36,72.06216427173628,3.537443932145834,160.4354102164507,1313.0
1749846442,120,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,150,150,160,160,160,240,0,36,72.10066593640174,3.537443932145834,160.4354102164507,1313.0
1749846443,125,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,150,150,160,160,160,250,0,36,72.11529199592769,3.537443932145834,160.4354102164507,1313.0
1749846444,130,,Aggregated,10.000000,0.000000,110,130,140,140,140,140,150,150,160,160,160,260,0,36,72.25468408746215,3.537443932145834,160.4354102164507,1313.0
1749846445,135,,Aggregated,10.000000,0.000000,110,130,140,140,140,140,150,150,160,160,160,270,0,36,72.24784662636618,3.537443932145834,160.4354102164507,1313.0
1749846446,140,,Aggregated,10.000000,0.000000,110,130,140,140,140,140,150,150,160,160,160,280,0,36,72.22515216729205,3.537443932145834,160.4354102164507,1313.0
1749846447,145,,Aggregated,10.000000,0.000000,110,130,130,140,140,140,150,150,160,160,160,290,0,36,72.24948646918196,3.537443932145834,160.4354102164507,1313.0
1749846448,150,,Aggregated,10.000000,0.000000,110,130,140,140,140,140,150,150,160,160,160,300,0,36,72.24997951338689,3.435273189097643,160.4354102164507,1313.0
