Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/adminlogin.html,5721,3614,46,199.6783343739736,1.084773801267147,4828.122260980308,841.5478063275651,18.52732656903346,11.703855658186841,46,150,240,330,620,840,1200,1300,3300,4800,4800
GET,/api/v1/adminorderservice/adminorder,1484,1484,60000.0,42972.531956841456,1.066403929144144,61264.262536074966,134.87264150943398,4.805899777739145,4.805899777739145,60000,60000,60000,60000,60000,61000,61000,61000,61000,61000,61000
GET,/api/v1/adminuserservice/users,1484,403,170.0,278.20604170027445,1.1547566391527653,3344.1474940627813,118177.19272237197,4.805899777739145,1.3051062064884607,170,300,430,520,750,900,950,1000,3000,3300,3300
POST,/api/v1/travel2service/trips/left,7329,1910,390.0,450.33678559766594,14.779980294406414,4534.0289091691375,32.3083640332924,23.73479748723059,6.185490953828684,390,590,660,740,860,1100,1600,1800,2200,4500,4500
POST,/api/v1/travelservice/trips/left,30138,22763,61,1970.560131184685,0.9564710780978203,60222.1863809973,14.923518481651072,97.60121799292612,73.71745056649337,61,190,290,380,640,890,60000,60000,60000,60000,60000
POST,/api/v1/users/login,11002,7700,69,187.50881686107635,1.054416410624981,6117.3189748078585,103.07516815124522,35.62972328482889,24.936272431665376,69,150,240,320,550,740,940,970,4700,5700,6100
GET,/api/v1/verifycode/generate,35512,26182,40,151.5420897662052,0.8710222318768501,5500.520322937518,328.0535312007209,115.00479306406505,84.78980322154064,40,120,210,260,460,620,800,830,3200,5300,5500
GET,/client_login.html,5303,3848,35,169.88551342812798,1.0238341055810452,5626.379374880344,3358.599849141995,17.17364320845734,12.461659261954335,35,140,210,260,440,610,810,1100,5300,5600,5600
GET,/index.html,30245,20799,69,237.27191171757747,0.760301947593689,5592.382221017033,5661.6659943792365,97.9477350254181,67.35708185794911,69,200,270,360,700,890,1200,2400,5000,5500,5600
,Aggregated,128218,88703,61,1119.479644188584,0.760301947593689,61264.262536074966,2986.380742173486,415.23103618743784,287.262619935846,61,190,290,380,640,850,3100,60000,61000,61000,61000
