Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8411,0,9,18.226527240847712,1.45808607339859,202.87732291035354,8649.0,27.23674270183821,0.0,9,13,17,22,48,75,110,120,170,200,200
GET,/catalogue,47317,0,15,27.442976535270827,3.691930091008544,206.51647308841348,2795.0,153.22327362060145,0.0,15,24,38,49,61,87,120,140,180,200,210
GET,/category.html,47360,0,9,20.186527622968857,1.3891479466110468,224.0647110156715,11518.0,153.3625174603564,0.0,9,14,20,26,56,81,110,130,180,220,220
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,5131,0,10,21.78302375700298,1.623661955818534,217.07954187877476,10364.0,16.615352134482446,0.0,10,15,21,28,61,91,120,140,190,220,220
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,5288,0,10,21.219140828168655,1.5798129606992006,225.04099691286683,10364.0,17.123754061029658,0.0,10,15,21,28,62,86,120,130,180,230,230
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,5144,0,10,20.990410171761315,1.6090299468487501,222.5389238446951,10364.0,16.657449109292088,0.0,10,15,21,28,60,83,120,130,180,220,220
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,5167,0,10,20.537022295706617,1.5947578940540552,198.54612997733057,10364.0,16.73192837241684,0.0,10,14,20,26,57,84,120,130,180,200,200
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,5153,0,10,20.944274949477744,1.6340191941708326,186.4003101363778,10364.0,16.686593168775687,0.0,10,15,21,28,60,84,120,130,180,190,190
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,5273,0,10,21.0401817132547,1.6011239495128393,223.05221389979124,10364.0,17.075180628556996,0.0,10,15,21,28,57,84,120,140,180,220,220
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,5266,0,10,20.96663272099204,1.4897480141371489,185.2820860221982,10364.0,17.05251302673642,0.0,10,15,21,29,60,83,110,130,170,190,190
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,5246,0,10,20.8997345930537,1.6529911663383245,221.18745790794492,10364.0,16.987748450106203,0.0,10,15,20,26,60,87,120,130,200,220,220
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,5212,0,10,21.473117587006495,1.5742979012429714,223.58737513422966,10364.0,16.87764866983483,0.0,10,15,22,30,61,86,120,130,180,220,220
GET,/login,8408,0,62,69.50361177618336,34.71685200929642,240.39563606493175,13.0,27.22702801534368,0.0,62,66,70,74,92,110,160,180,220,240,240
,Aggregated,158376,0,12,25.137311489986875,1.3891479466110468,240.39563606493175,7807.141599737334,512.8577294193709,0.0,12,19,32,47,65,87,120,140,190,220,240
