Method,Name,Error,Occurrences
POST,/api/v1/travelservice/trips/left,RemoteDisconnected('Remote end closed connection without response'),5827
GET,/client_login.html,RemoteDisconnected('Remote end closed connection without response'),997
GET,/api/v1/adminorderservice/adminorder,"ConnectionResetError(104, 'Connection reset by peer')",305
POST,/api/v1/users/login,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/users/login'),3
GET,/adminlogin.html,"ConnectionResetError(104, 'Connection reset by peer')",329
GET,/api/v1/adminorderservice/adminorder,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/adminorderservice/adminorder'),1848
GET,/api/v1/verifycode/generate,"ConnectionResetError(104, 'Connection reset by peer')",3249
GET,/api/v1/adminuserservice/users,"ConnectionResetError(104, 'Connection reset by peer')",223
GET,/index.html,RemoteDisconnected('Remote end closed connection without response'),5978
POST,/api/v1/users/login,RemoteDisconnected('Remote end closed connection without response'),2192
GET,/client_login.html,"ConnectionResetError(104, 'Connection reset by peer')",337
GET,/api/v1/adminuserservice/users,RemoteDisconnected('Remote end closed connection without response'),590
GET,/index.html,"ConnectionResetError(104, 'Connection reset by peer')",2212
POST,/api/v1/users/login,"ConnectionResetError(104, 'Connection reset by peer')",904
POST,/api/v1/travel2service/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travel2service/trips/left'),4
GET,/api/v1/verifycode/generate,RemoteDisconnected('Remote end closed connection without response'),6885
POST,/api/v1/travelservice/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travelservice/trips/left'),9
GET,/api/v1/verifycode/generate,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/verifycode/generate'),9
POST,/api/v1/travel2service/trips/left,RemoteDisconnected('Remote end closed connection without response'),5739
POST,/api/v1/travel2service/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",1916
GET,/adminlogin.html,RemoteDisconnected('Remote end closed connection without response'),1056
POST,/api/v1/travelservice/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",2566
GET,/api/v1/adminorderservice/adminorder,RemoteDisconnected('Remote end closed connection without response'),953
