Method,Name,Error,Occurrences
POST,/api/v1/travelservice/trips/left,RemoteDisconnected('Remote end closed connection without response'),5701
GET,/client_login.html,RemoteDisconnected('Remote end closed connection without response'),876
GET,/api/v1/adminorderservice/adminorder,"ConnectionResetError(104, 'Connection reset by peer')",270
POST,/api/v1/users/login,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/users/login'),5
GET,/api/v1/adminorderservice/adminorder,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/adminorderservice/adminorder'),1
GET,/adminlogin.html,"ConnectionResetError(104, 'Connection reset by peer')",296
GET,/api/v1/adminorderservice/adminorder,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/adminorderservice/adminorder'),1850
GET,/api/v1/verifycode/generate,"ConnectionResetError(104, 'Connection reset by peer')",3059
GET,/api/v1/adminuserservice/users,"ConnectionResetError(104, 'Connection reset by peer')",206
GET,/index.html,RemoteDisconnected('Remote end closed connection without response'),5775
POST,/api/v1/users/login,RemoteDisconnected('Remote end closed connection without response'),2042
GET,/client_login.html,"ConnectionResetError(104, 'Connection reset by peer')",361
GET,/api/v1/adminuserservice/users,RemoteDisconnected('Remote end closed connection without response'),606
GET,/index.html,"ConnectionResetError(104, 'Connection reset by peer')",2111
POST,/api/v1/users/login,"ConnectionResetError(104, 'Connection reset by peer')",846
POST,/api/v1/travel2service/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travel2service/trips/left'),4
GET,/api/v1/verifycode/generate,RemoteDisconnected('Remote end closed connection without response'),6456
POST,/api/v1/travelservice/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travelservice/trips/left'),17
GET,/api/v1/verifycode/generate,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/verifycode/generate'),6
POST,/api/v1/travel2service/trips/left,RemoteDisconnected('Remote end closed connection without response'),5456
POST,/api/v1/travel2service/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",1849
GET,/adminlogin.html,RemoteDisconnected('Remote end closed connection without response'),912
GET,/api/v1/adminuserservice/users,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/adminuserservice/users'),2
POST,/api/v1/travelservice/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",2476
GET,/api/v1/adminorderservice/adminorder,RemoteDisconnected('Remote end closed connection without response'),981
