Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/adminlogin.html,205,0,5,6.243832879586191,1.5931078232824802,30.45193012803793,2285.0,0.7378898840567892,0.0,5,7,9,9,11,12,15,25,30,30,30
GET,/api/v1/adminorderservice/adminorder,172,172,60000.90933125466,60004.970481592165,60000.90933125466,60012.77882512659,189.0,0.6191076100378914,0.6191076100378914,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/adminuserservice/users,172,0,33,37.09384799545068,19.095217809081078,77.7733800932765,162234.0,0.6191076100378914,0.0,33,39,45,47,54,58,63,71,78,78,78
POST,/api/v1/travel2service/trips/left,525,0,37,82.80949610063718,23.415835108608007,313.8826321810484,175.63619047619048,1.8897179957551917,0.0,37,120,140,150,160,250,270,280,310,310,310
POST,/api/v1/travelservice/trips/left,727,202,42,18830.891991733602,23.49277725443244,60009.08634113148,79.95598349381018,2.6168094912648083,0.7270914955096167,42,3500,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,/api/v1/users/login,377,0,130.0,135.2526638940945,96.92483022809029,173.75112604349852,339.17506631299733,1.3569974940946805,0.0,130,140,140,140,140,150,160,160,170,170,170
GET,/api/v1/verifycode/generate,966,0,6,6.13670651058572,2.8942860662937164,35.75624991208315,1250.2380952380952,3.477081112189553,0.0,6,7,7,7,8,8,10,12,36,36,36
GET,/client_login.html,172,0,3,3.6624632613343553,1.1750501580536366,9.394034277647734,12241.0,0.6191076100378914,0.0,3,4,5,5,7,7,8,9,9,9,9
GET,/index.html,794,0,4,4.219403144403804,1.16785429418087,11.761276051402092,18128.0,2.8579735021516615,0.0,4,5,5,5,6,7,9,10,12,12,12
,Aggregated,4110,374,9,5869.330164580889,1.16785429418087,60012.77882512659,11287.153527980536,14.793792309626358,1.346199105547508,9,36,130,130,4500,60000,60000,60000,60000,60000,60000
