Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/adminlogin.html,480,0,3,4.568005051502648,1.210198737680912,39.72232295200229,2285.0,1.5549018395469747,0.0,3,4,5,6,9,11,13,14,40,40,40
GET,/api/v1/adminorderservice/adminorder,400,400,60001.23906182125,60005.220884390874,60001.23906182125,60023.69030518457,189.0,1.2957515329558122,1.2957515329558122,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/adminuserservice/users,400,0,26,28.57163056731224,17.965619917958975,68.69171606376767,162234.0,1.2957515329558122,0.0,26,29,31,33,40,46,50,55,69,69,69
POST,/api/v1/travel2service/trips/left,2282,0,26,26.098165518867862,12.285779230296612,80.08063491433859,43.6954425942156,7.392262495512909,0.0,26,28,29,30,32,35,39,43,60,80,80
POST,/api/v1/travelservice/trips/left,2282,0,25,25.095199023379138,12.747883796691895,63.6184960603714,43.28483786152498,7.392262495512909,0.0,25,27,28,29,32,34,38,42,58,64,64
POST,/api/v1/users/login,880,0,140.0,137.432982865721,105.65176885575056,174.85946416854858,339.1818181818182,2.850653372502787,0.0,140,140,140,140,150,150,160,170,170,170,170
GET,/api/v1/verifycode/generate,2682,0,5,5.3442141374866186,2.550738863646984,40.755479130893946,1250.633855331842,8.688014028468722,0.0,5,6,6,6,7,8,9,10,22,41,41
GET,/client_login.html,400,0,3,3.1119058944750577,1.1585839092731476,36.78248776122928,12241.0,1.2957515329558122,0.0,3,3,4,4,5,6,8,9,37,37,37
GET,/index.html,2282,0,4,3.879273098287002,1.1973162181675434,42.256283108145,18128.0,7.392262495512909,0.0,4,4,5,5,6,7,9,10,14,42,42
,Aggregated,12088,400,17,2008.430209885842,1.1585839092731476,60023.69030518457,9611.322385837195,39.15761132592465,1.2957515329558122,17,25,27,29,130,140,60000,60000,60000,60000,60000
