Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/adminlogin.html,9428,8261,21,42.9375121742566,1.0408302769064903,438.3110967464745,282.83782350445483,30.568316924796388,26.784563652497134,21,49,64,73,100,130,190,330,400,440,440
GET,/api/v1/adminorderservice/adminorder,1018,1018,60000.0,40507.9918472665,0.8089630864560604,60301.44556378946,127.54715127701375,3.3006519547563347,3.3006519547563347,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/adminuserservice/users,1018,474,41,49.83159268598762,0.7025059312582016,414.8951470851898,86694.78978388998,3.3006519547563347,1.5368458021164073,41,48,53,60,85,110,280,340,410,410,410
GET,/api/v1/assuranceservice/assurances/types,8875,8629,26,48.92793870255561,1.1773528531193733,441.0513611510396,7.923267605633803,28.77533015566058,27.977726638106496,26,60,75,84,110,150,280,340,410,440,440
POST,/api/v1/contactservice/contacts,20,14,9,16.477773571386933,1.1635329574346542,36.50210611522198,66.3,0.06484581443529144,0.045392070104704016,11,29,31,32,35,37,37,37,37,37,37
GET,/api/v1/contactservice/contacts/account/,4071,4071,21,46.86378873575838,1.2461929582059383,439.2189932987094,9.603291574551708,13.199365528303574,13.199365528303574,21,53,72,83,110,150,280,340,410,440,440
GET,/api/v1/contactservice/contacts/account/001aeda9-2c16-4b15-8fdf-82547ea49b31,1,1,81.05786377564073,81.05786377564073,81.05786377564073,81.05786377564073,0.0,0.0032422907217645723,0.0032422907217645723,81,81,81,81,81,81,81,81,81,81,81
GET,/api/v1/contactservice/contacts/account/020d52e0-36af-4da1-af57-5fe59b3ea055,3,3,39,65.85361948236823,24.653112050145864,133.5261231288314,0.0,0.009726872165293717,0.009726872165293717,39,39,130,130,130,130,130,130,130,130,130
GET,/api/v1/contactservice/contacts/account/0302efde-0b17-4a30-a516-c5508b375215,19,19,19,45.128109423737776,2.283854875713587,148.7596849910915,0.0,0.06160352371352688,0.06160352371352688,19,68,86,93,120,150,150,150,150,150,150
GET,/api/v1/contactservice/contacts/account/032dc35d-a55b-441b-9286-071c6c121f68,16,15,28,51.25200198381208,1.704155933111906,278.93900871276855,12.9375,0.051876651548233156,0.04863436082646859,32,47,82,82,120,280,280,280,280,280,280
GET,/api/v1/contactservice/contacts/account/06ad48dd-1397-49a2-8588-9691c5100187,11,11,4,30.03931248729879,1.6586747951805592,152.5067496113479,0.0,0.035665197939410295,0.035665197939410295,4,11,56,56,87,150,150,150,150,150,150
GET,/api/v1/contactservice/contacts/account/0704a535-6167-407f-b6df-490f73a4ba55,19,16,31,47.949435949129494,2.185808029025793,191.96323305368423,32.68421052631579,0.06160352371352688,0.051876651548233156,31,62,76,85,140,190,190,190,190,190,190
GET,/api/v1/contactservice/contacts/account/07467215-5ec9-48d9-b33c-c1c1e8c19f82,27,22,12,48.70993054161469,1.642347313463688,338.624763302505,38.333333333333336,0.08754184948764346,0.07133039587882059,12,48,84,85,110,160,340,340,340,340,340
GET,/api/v1/contactservice/contacts/account/09dc7165-7c4c-4da0-936c-b9c16c9467ed,9,7,27,56.07861327007413,2.4582892656326294,130.11288596317172,46.0,0.02918061649588115,0.022696035052352008,27,84,92,120,130,130,130,130,130,130,130
GET,/api/v1/contactservice/contacts/account/0a017525-24b1-4217-a696-d5681bb82ffa,7,5,22,46.43946766321148,5.579466000199318,161.0741331242025,59.142857142857146,0.022696035052352008,0.01621145360882286,22,39,78,78,160,160,160,160,160,160,160
GET,/api/v1/contactservice/contacts/account/0a1d94d9-1a7f-422f-b795-d32626f017fd,15,13,16,38.93031124025583,1.795757096260786,120.53700489923358,27.6,0.04863436082646859,0.04214977938293944,16,46,84,92,96,120,120,120,120,120,120
GET,/api/v1/contactservice/contacts/account/0a4c346f-7a64-475b-84b7-fb31a3332823,11,11,15,54.65050829066472,1.3182940892875195,278.3374646678567,0.0,0.035665197939410295,0.035665197939410295,15,37,80,80,150,280,280,280,280,280,280
GET,/api/v1/contactservice/contacts/account/0bb2aacd-4887-4c5e-9641-13022f5ca601,15,14,30,47.6402772590518,4.605930298566818,170.49916880205274,13.8,0.04863436082646859,0.045392070104704016,30,49,73,91,110,170,170,170,170,170,170
GET,/api/v1/contactservice/contacts/account/0f2ca810-3dfb-420d-9b8d-c7fec0a3e5bf,9,9,22,39.8140245427688,5.329761654138565,123.28554736450315,0.0,0.02918061649588115,0.02918061649588115,22,29,66,76,120,120,120,120,120,120,120
GET,/api/v1/contactservice/contacts/account/0f3d317c-aa1c-46a7-9c9e-4f2c2a7856f8,13,13,8,34.56773139679661,2.315348945558071,128.15886596217752,0.0,0.04214977938293944,0.04214977938293944,8,23,76,79,96,130,130,130,130,130,130
GET,/api/v1/contactservice/contacts/account/1042f596-cd77-45a2-a3c1-beb0c9335ca9,10,9,73,71.8062024563551,3.8714436814188957,138.44759203493595,20.7,0.03242290721764572,0.02918061649588115,78,78,100,130,140,140,140,140,140,140,140
GET,/api/v1/contactservice/contacts/account/10c5ae3c-c23a-449b-b5b3-4e3c4e547061,17,17,23,38.79576540716431,2.0276098512113094,119.28171198815107,0.0,0.05511894226999773,0.05511894226999773,23,47,58,71,120,120,120,120,120,120,120
