Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8385,0,9,19.27987445197493,1.396124018356204,279.6034279745072,8649.0,27.157436182045604,0.0,9,14,18,22,47,82,120,130,190,280,280
GET,/catalogue,47453,0,16,28.00990435168473,3.5744719207286835,230.4507528897375,2795.0,153.6913320389517,0.0,16,26,38,48,61,92,120,140,180,220,230
GET,/category.html,47455,0,10,20.859599703231662,1.352854073047638,234.54438406042755,11518.0,153.6978096623702,0.0,10,15,21,27,56,88,120,130,170,220,230
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,5261,0,10,21.887396954919105,1.6326168552041054,235.48876703716815,10364.0,17.039388402354433,0.0,10,16,23,29,59,93,120,140,180,240,240
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,5236,0,10,21.10152371785183,1.6314759850502014,225.45647900551558,10364.0,16.958418109623228,0.0,10,16,22,28,55,87,120,140,170,230,230
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,5228,0,10,20.50008352066717,1.6548349522054195,223.92656886950135,10364.0,16.932507615949245,0.0,10,15,21,27,54,85,110,130,170,220,220
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,5226,0,10,21.88270175587165,1.6006038058549166,233.99852099828422,10364.0,16.926029992530747,0.0,10,16,23,29,60,92,120,140,190,230,230
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,5221,0,10,21.803141250452562,1.5804599970579147,224.9727740418166,10364.0,16.909835933984507,0.0,10,16,23,30,57,93,120,130,170,220,220
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,5152,0,10,21.310572172059555,1.6297779511660337,201.66011108085513,10364.0,16.686357926046387,0.0,10,16,22,28,58,91,120,130,170,200,200
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,5170,0,10,21.346816318686077,1.5789761673659086,214.31543212383986,10364.0,16.74465653681285,0.0,10,16,22,28,57,91,120,140,170,210,210
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,5413,0,10,20.96997949210612,1.6399901360273361,220.85057408548892,10364.0,17.531687782160148,0.0,10,16,22,28,53,88,120,130,170,220,220
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,5088,0,10,21.549771421072045,1.4829421415925026,225.57752300053835,10364.0,16.479073976654504,0.0,10,16,23,29,59,92,120,130,170,230,230
GET,/login,8383,0,63,70.7907105341543,21.957564167678356,252.96341301873326,13.0,27.150958558627106,0.0,63,69,73,78,94,120,150,170,220,250,250
,Aggregated,158671,0,12,25.703891845652766,1.352854073047638,279.6034279745072,7808.010594248476,513.9054927181106,0.0,12,21,32,45,66,92,120,140,190,230,280
