t,total_energy
0,0
1,2.41407
2,4.79284
3,7.17162
4,9.5504
5,11.9292
6,14.351
7,16.7298
8,19.1086
9,21.4873
10,23.8661
11,26.293
12,28.6718
13,31.0506
14,33.4293
15,35.8081
16,38.2357
17,40.6144
18,42.9932
19,45.372
20,47.7508
21,50.178
22,52.5568
23,54.9356
24,57.3143
25,59.6931
26,62.1206
27,64.4994
28,66.8782
29,69.257
30,71.6357
31,74.0632
32,76.442
33,78.8207
34,81.1995
35,83.5783
36,86.0053
37,88.3841
38,90.7629
39,93.1417
40,95.5205
41,97.9465
42,100.325
43,102.704
44,105.083
45,107.462
46,109.888
47,112.267
48,114.646
49,117.025
50,119.403
51,121.826
52,124.204
53,126.583
54,128.962
55,131.341
56,133.771
57,136.15
58,138.529
59,140.907
60,143.286
61,145.73
62,148.109
63,150.488
64,152.867
65,155.246
66,157.715
67,160.094
68,162.473
69,164.852
70,167.23
71,169.729
72,172.108
73,174.487
74,176.866
75,179.245
76,181.762
77,184.141
78,186.52
79,188.898
80,191.277
81,193.808
82,196.186
83,198.565
84,200.944
85,203.323
86,205.856
87,208.235
88,210.614
89,212.993
90,215.371
91,217.905
92,220.284
93,222.663
94,225.042
95,227.42
96,229.956
97,232.334
98,234.713
99,237.092
100,239.471
101,242.004
102,244.382
103,246.761
104,249.14
105,251.519
106,254.053
107,256.432
108,258.811
109,261.189
110,263.568
111,266.086
112,268.465
113,270.844
114,273.222
115,275.601
116,278.097
117,280.476
118,282.855
119,285.234
120,287.613
121,290.082
122,292.461
123,294.839
124,297.218
125,299.597
126,302.048
127,304.426
128,306.805
129,309.184
130,311.563
131,314.01
132,316.389
133,318.768
134,321.146
135,323.525
136,325.983
137,328.362
138,330.741
139,333.12
140,335.498
141,337.984
142,340.362
143,342.741
144,345.12
145,347.499
146,350.006
147,352.385
148,354.764
149,357.143
150,359.521
151,362.046
152,364.425
153,366.804
154,369.183
155,371.562
156,374.096
157,376.475
158,378.854
159,381.232
160,383.611
161,386.148
162,388.527
163,390.906
164,393.285
165,395.663
166,398.204
167,400.582
168,402.961
169,405.34
170,407.719
171,410.258
172,412.637
173,415.016
174,417.394
175,419.773
176,422.309
177,424.688
178,427.067
179,429.446
180,431.824
181,434.35
182,436.728
183,439.107
184,441.486
185,443.865
186,446.375
187,448.754
188,451.132
189,453.511
190,455.89
191,458.381
192,460.759
193,463.138
194,465.517
195,467.896
196,470.363
197,472.741
198,475.12
199,477.499
200,479.878
201,482.336
202,484.715
203,487.093
204,489.472
205,491.851
206,494.31
207,496.689
208,499.068
209,501.447
210,503.826
211,506.301
212,508.679
213,511.058
214,513.437
215,515.816
216,518.311
217,520.69
218,523.069
219,525.448
220,527.826
221,530.34
222,532.719
223,535.098
224,537.476
225,539.855
226,542.386
227,544.764
228,547.143
229,549.522
230,551.901
231,554.439
232,556.818
233,559.197
234,561.576
235,563.954
236,566.496
237,568.875
238,571.254
239,573.633
240,576.012
241,578.556
242,580.934
243,583.313
244,585.692
245,588.071
246,590.608
247,592.987
248,595.366
249,597.745
250,600.123
251,602.655
252,605.033
253,607.412
254,609.791
255,612.17
256,614.688
257,617.067
258,619.446
259,621.824
260,624.203
261,626.705
262,629.084
263,631.463
264,633.842
265,636.22
266,638.702
267,641.081
268,643.46
269,645.839
270,648.217
271,650.687
272,653.065
273,655.444
274,657.823
275,660.202
276,662.665
277,665.044
278,667.423
279,669.802
280,672.181
281,674.65
282,677.029
283,679.407
284,681.786
285,684.165
286,686.648
287,689.026
288,691.405
289,693.784
290,696.163
291,698.665
292,701.043
293,703.422
294,705.801
295,708.18
296,710.698
297,713.077
298,715.456
299,717.834
300,720.213
