t,total_energy
0,0
1,2.44243
2,4.8212
3,7.19998
4,9.57876
5,11.9575
6,14.4068
7,16.7856
8,19.1644
9,21.5432
10,23.9219
11,26.3759
12,28.7546
13,31.1334
14,33.5122
15,35.891
16,38.3425
17,40.7212
18,43.1
19,45.4788
20,47.8576
21,50.3048
22,52.6836
23,55.0624
24,57.4412
25,59.8199
26,62.2597
27,64.6385
28,67.0172
29,69.396
30,71.7748
31,74.2098
32,76.5886
33,78.9674
34,81.3462
35,83.7249
36,86.1541
37,88.5329
38,90.9117
39,93.2904
40,95.6692
41,98.0963
42,100.475
43,102.854
44,105.233
45,107.611
46,110.038
47,112.417
48,114.796
49,117.174
50,119.553
51,121.974
52,124.353
53,126.732
54,129.111
55,131.489
56,133.913
57,136.292
58,138.671
59,141.05
60,143.428
61,145.855
62,148.233
63,150.612
64,152.991
65,155.37
66,157.797
67,160.176
68,162.555
69,164.934
70,167.313
71,169.749
72,172.128
73,174.507
74,176.886
75,179.264
76,181.701
77,184.08
78,186.459
79,188.837
80,191.216
81,193.653
82,196.031
83,198.41
84,200.789
85,203.168
86,205.604
87,207.983
88,210.362
89,212.741
90,215.119
91,217.563
92,219.942
93,222.321
94,224.699
95,227.078
96,229.525
97,231.904
98,234.283
99,236.662
100,239.04
101,241.498
102,243.876
103,246.255
104,248.634
105,251.013
106,253.481
107,255.86
108,258.238
109,260.617
110,262.996
111,265.465
112,267.844
113,270.223
114,272.602
115,274.981
116,277.453
117,279.832
118,282.21
119,284.589
120,286.968
121,289.432
122,291.811
123,294.189
124,296.568
125,298.947
126,301.402
127,303.781
128,306.16
129,308.539
130,310.917
131,313.373
132,315.752
133,318.13
134,320.509
135,322.888
136,325.343
137,327.722
138,330.101
139,332.48
140,334.858
141,337.315
142,339.694
143,342.073
144,344.452
145,346.831
146,349.282
147,351.661
148,354.039
149,356.418
150,358.797
151,361.244
152,363.623
153,366.002
154,368.381
155,370.76
156,373.197
157,375.576
158,377.955
159,380.334
160,382.713
161,385.139
162,387.517
163,389.896
164,392.275
165,394.654
166,397.071
167,399.45
168,401.828
169,404.207
170,406.586
171,408.991
172,411.37
173,413.749
174,416.128
175,418.506
176,420.913
177,423.292
178,425.671
179,428.049
180,430.428
181,432.836
182,435.214
183,437.593
184,439.972
185,442.351
186,444.758
187,447.137
188,449.516
189,451.894
190,454.273
191,456.681
192,459.059
193,461.438
194,463.817
195,466.196
196,468.601
197,470.979
198,473.358
199,475.737
200,478.116
201,480.52
202,482.899
203,485.278
204,487.657
205,490.035
206,492.44
207,494.819
208,497.197
209,499.576
210,501.955
211,504.358
212,506.737
213,509.116
214,511.495
215,513.873
216,516.278
217,518.657
218,521.036
219,523.414
220,525.793
221,528.201
222,530.579
223,532.958
224,535.337
225,537.716
226,540.131
227,542.509
228,544.888
229,547.267
230,549.646
231,552.072
232,554.451
233,556.83
234,559.209
235,561.587
236,564.03
237,566.409
238,568.788
239,571.166
240,573.545
241,576.002
242,578.381
243,580.76
244,583.139
245,585.517
246,587.98
247,590.358
248,592.737
249,595.116
250,597.495
251,599.957
252,602.336
253,604.715
254,607.094
255,609.473
256,611.937
257,614.316
258,616.695
259,619.073
260,621.452
261,623.917
262,626.296
263,628.675
264,631.054
265,633.432
266,635.898
267,638.277
268,640.655
269,643.034
270,645.413
271,647.878
272,650.257
273,652.636
274,655.014
275,657.393
276,659.856
277,662.235
278,664.614
279,666.993
280,669.371
281,671.826
282,674.205
283,676.584
284,678.963
285,681.341
286,683.785
287,686.163
288,688.542
289,690.921
290,693.3
291,695.738
292,698.117
293,700.496
294,702.875
295,705.253
296,707.688
297,710.067
298,712.446
299,714.824
300,717.203
