t,total_power
1749931240.249,2.5619406727272724
1749931245.249,2.177952709090909
1749931250.249,2.5372801090909087
1749931255.249,2.169788327272727
1749931260.249,2.5440553636363634
1749931265.249,2.1635746545454544
1749931270.249,2.1414967636363635
1749931275.249,2.193146090909091
1749931280.249,2.5780112181818184
1749931285.249,2.5847559454545452
1749931290.249,2.569863109090909
1749931295.249,2.562823690909091
1749931300.249,2.566542109090909
1749931305.249,2.5632344545454546
1749931310.249,2.571229781818182
1749931315.249,2.5873246545454545
1749931320.249,2.5910724
1749931325.249,2.997178709090909
1749931330.249,2.609541309090909
1749931335.249,2.6005597454545453
1749931340.249,2.2022130727272726
1749931345.249,2.591729418181818
1749931350.249,2.2093258727272724
1749931355.249,2.6096876545454544
1749931360.249,2.2403128727272725
1749931365.249,2.6089104
1749931370.249,2.1908028727272724
1749931375.249,2.172773290909091
1749931380.249,1.7762583454545455
1749931385.249,2.166940909090909
1749931390.249,2.1729577636363637
1749931395.249,2.5865137454545453
1749931400.249,2.1763883272727274
1749931405.249,2.5735965272727275
1749931410.249,2.1827225818181817
1749931415.249,2.5650159636363634
1749931420.249,2.155800072727273
1749931425.249,2.564372781818182
1749931430.249,2.5803382363636365
1749931435.249,2.9813362545454543
1749931440.249,2.954694418181818
1749931445.249,2.5528448
1749931450.249,2.546792018181818
1749931455.249,2.5455245818181815
1749931460.249,2.127432345454545
1749931465.249,2.5135834727272726
1749931470.249,2.1162722181818183
1749931475.249,2.5074746181818184
1749931480.249,2.1142028363636363
1749931485.249,2.094507909090909
1749931490.249,2.0765352
1749931495.249,1.7012273818181818
1749931500.249,2.080110418181818
1749931505.249,1.6873062363636364
1749931510.249,1.6896551090909089
1749931515.249,1.7001960545454544
1749931520.249,1.6985657454545453
1749931525.249,1.6897014
1749931530.249,1.6888273999999999
1749931535.249,1.7136991818181817
1749931540.249,2.107043672727273
1749931545.249,1.7370768727272725
1749931550.249,2.1030645818181815
1749931555.249,1.7321247454545454
1749931560.249,2.0963227636363633
1749931565.249,2.1251115636363633
1749931570.249,2.5149123454545452
1749931575.249,2.1434269272727273
1749931580.249,2.529980290909091
1749931585.249,2.1656338545454545
1749931590.249,2.5205571818181816
1749931595.249,2.1601609272727273
1749931600.249,2.531783418181818
1749931605.249,2.1657787636363635
1749931610.249,2.5460229636363634
1749931615.249,2.1983181090909087
1749931620.249,2.5463068
1749931625.249,2.180473727272727
1749931630.249,2.5330614545454546
1749931635.249,2.1686101454545454
1749931640.249,2.524266945454545
1749931645.249,2.146813654545454
1749931650.249,2.500426781818182
1749931655.249,2.1461127454545452
1749931660.249,2.5144838363636364
1749931665.249,2.1326120727272726
1749931670.249,2.502575490909091
1749931675.249,2.1261214545454545
1749931680.249,2.495653509090909
1749931685.249,2.5024025454545455
1749931690.249,2.498820945454545
1749931695.249,2.5285315818181817
1749931700.249,2.5117198181818177
1749931705.249,2.510915109090909
1749931710.249,2.5138811999999997
1749931715.249,2.521436727272727
1749931720.249,2.5167514727272726
1749931725.249,2.5173542727272724
1749931730.249,2.5287028727272727
1749931735.249,2.5407169636363633
1749931740.249,2.5566847636363637
1749931745.249,2.937192436363636
1749931750.249,2.541580709090909
1749931755.249,2.9590051818181817
1749931760.249,2.5797234909090907
1749931765.249,2.9274540181818183
1749931770.249,2.563540109090909
1749931775.249,2.9563387636363636
1749931780.249,2.562405109090909
1749931785.249,2.9506039818181815
1749931790.249,2.565368618181818
1749931795.249,2.5623127818181817
1749931800.249,2.1704513999999997
1749931805.249,2.571182418181818
1749931810.249,2.1520392363636365
1749931815.249,2.149239054545454
1749931820.249,1.7689788545454546
1749931825.249,2.1183842727272726
1749931830.249,1.7309524545454544
1749931835.249,2.126872690909091
1749931840.249,1.7255905818181818
1749931845.249,1.6956347272727272
1749931850.249,1.6933252363636364
1749931855.249,1.697493109090909
1749931860.249,1.2823674545454546
1749931865.249,1.7044376545454545
1749931870.249,1.6986405090909091
1749931875.249,2.0981855454545455
1749931880.249,1.7105273636363636
1749931885.249,2.0972529454545454
1749931890.249,2.099208290909091
1749931895.249,2.113845909090909
1749931900.249,2.499203
1749931905.249,2.1255752181818184
1749931910.249,2.4984198909090907
1749931915.249,2.520612618181818
1749931920.249,2.470835690909091
1749931925.249,2.5049651999999996
1749931930.249,2.103382327272727
1749931935.249,2.5213415636363634
1749931940.249,2.514481909090909
1749931945.249,2.120397054545454
1749931950.249,2.5004614727272725
1749931955.249,2.133854236363636
1749931960.249,2.5150366727272724
1749931965.249,2.1304395818181816
1749931970.249,2.519461490909091
1749931975.249,2.165118781818182
1749931980.249,2.515570036363636
1749931985.249,2.5442892727272723
1749931990.249,2.547846709090909
1749931995.249,2.1551329454545454
1749932000.249,2.5549225454545454
1749932005.249,2.1652055272727275
1749932010.249,2.5449906
1749932015.249,2.1632182363636363
1749932020.249,2.5534785636363635
1749932025.249,2.1746549818181817
1749932030.249,2.5464795636363635
1749932035.249,2.2018704545454546
1749932040.249,2.572720763636364
1749932045.249,2.170337981818182
1749932050.249,2.568706436363636
1749932055.249,2.1741664727272725
1749932060.249,2.5794361454545456
1749932065.249,2.1939624545454546
1749932070.249,2.570344363636363
1749932075.249,2.205328636363636
1749932080.249,2.574067309090909
1749932085.249,2.200293690909091
1749932090.249,2.5516980545454544
1749932095.249,2.1585533636363636
1749932100.249,2.5410713636363633
1749932105.249,2.1371815636363634
1749932110.249,2.1208298727272727
1749932115.249,2.1167966000000003
1749932120.249,2.114265963636363
1749932125.249,2.1011432545454545
1749932130.249,2.1031028
1749932135.249,2.109746018181818
1749932140.249,2.1103340727272726
1749932145.249,2.134662127272727
1749932150.249,2.526041690909091
1749932155.249,2.1330201454545454
1749932160.249,2.139007763636364
1749932165.249,2.5424316545454544
1749932170.249,2.156723709090909
1749932175.249,2.5525444181818178
1749932180.249,2.1615682727272723
1749932185.249,2.5313811636363637
1749932190.249,2.141679909090909
1749932195.249,2.5367621636363635
1749932200.249,2.141433781818182
