t,total_energy
0,0
1,2.41536
2,4.79413
3,7.17291
4,9.55169
5,11.9305
6,14.3514
7,16.7302
8,19.109
9,21.4878
10,23.8666
11,26.2959
12,28.6747
13,31.0534
14,33.4322
15,35.811
16,38.2458
17,40.6246
18,43.0034
19,45.3821
20,47.7609
21,50.2023
22,52.581
23,54.9598
24,57.3386
25,59.7174
26,62.1637
27,64.5425
28,66.9212
29,69.3
30,71.6788
31,74.134
32,76.5127
33,78.8915
34,81.2703
35,83.6491
36,86.1096
37,88.4884
38,90.8672
39,93.2459
40,95.6247
41,98.0893
42,100.468
43,102.847
44,105.226
45,107.604
46,110.077
47,112.456
48,114.834
49,117.213
50,119.592
51,122.066
52,124.445
53,126.823
54,129.202
55,131.581
56,134.07
57,136.449
58,138.828
59,141.207
60,143.585
61,146.1
62,148.479
63,150.857
64,153.236
65,155.615
66,158.156
67,160.535
68,162.914
69,165.293
70,167.671
71,170.248
72,172.627
73,175.006
74,177.384
75,179.763
76,182.373
77,184.752
78,187.13
79,189.509
80,191.888
81,194.529
82,196.908
83,199.287
84,201.666
85,204.045
86,206.718
87,209.097
88,211.476
89,213.855
90,216.233
91,218.94
92,221.318
93,223.697
94,226.076
95,228.455
96,231.2
97,233.579
98,235.958
99,238.337
100,240.715
101,243.492
102,245.871
103,248.25
104,250.629
105,253.007
106,255.815
107,258.193
108,260.572
109,262.951
110,265.33
111,268.15
112,270.529
113,272.908
114,275.286
115,277.665
116,280.487
117,282.866
118,285.245
119,287.624
120,290.002
121,292.829
122,295.208
123,297.586
124,299.965
125,302.344
126,305.187
127,307.566
128,309.945
129,312.323
130,314.702
131,317.561
132,319.94
133,322.319
134,324.697
135,327.076
136,329.962
137,332.341
138,334.72
139,337.098
140,339.477
141,342.396
142,344.775
143,347.154
144,349.533
145,351.911
146,354.853
147,357.232
148,359.611
149,361.99
150,364.369
151,367.348
152,369.727
153,372.106
154,374.485
155,376.864
156,379.895
157,382.274
158,384.653
159,387.031
160,389.41
161,392.492
162,394.87
163,397.249
164,399.628
165,402.007
166,405.153
167,407.532
168,409.911
169,412.29
170,414.668
171,417.84
172,420.237
173,422.616
174,424.995
175,427.374
176,430.554
177,432.982
178,435.36
179,437.739
180,440.118
181,443.3
182,445.743
183,448.122
184,450.501
185,452.88
186,456.071
187,458.534
188,460.912
189,463.291
190,465.67
191,468.866
192,471.347
193,473.726
194,476.104
195,478.483
196,481.69
197,484.192
198,486.571
199,488.95
200,491.329
201,494.552
202,497.064
203,499.443
204,501.822
205,504.2
206,507.429
207,509.96
208,512.338
209,514.717
210,517.096
211,520.316
212,522.849
213,525.227
214,527.606
215,529.985
216,533.209
217,535.747
218,538.126
219,540.505
220,542.884
221,546.112
222,548.652
223,551.031
224,553.409
225,555.788
226,559.027
227,561.566
228,563.945
229,566.324
230,568.703
231,571.945
232,574.477
233,576.856
234,579.234
235,581.613
236,584.858
237,587.394
238,589.773
239,592.152
240,594.531
241,597.773
242,600.303
243,602.682
244,605.06
245,607.439
246,610.684
247,613.211
248,615.59
249,617.969
250,620.348
251,623.588
252,626.109
253,628.488
254,630.867
255,633.245
256,636.482
257,639.011
258,641.39
259,643.769
260,646.148
261,649.381
262,651.904
263,654.283
264,656.662
265,659.041
266,662.288
267,664.809
268,667.187
269,669.566
270,671.945
271,675.192
272,677.708
273,680.086
274,682.465
275,684.844
276,688.081
277,690.603
278,692.982
279,695.361
280,697.739
281,700.978
282,703.504
283,705.882
284,708.261
285,710.64
286,713.893
287,716.433
288,718.812
289,721.191
290,723.57
291,726.826
292,729.363
293,731.742
294,734.12
295,736.499
296,739.75
297,742.287
298,744.666
299,747.044
300,749.423
