t,total_energy
0,0
1,2.40197
2,4.78075
3,7.15953
4,9.53831
5,11.9171
6,14.3286
7,16.7074
8,19.0861
9,21.4649
10,23.8437
11,26.2667
12,28.6454
13,31.0242
14,33.403
15,35.7818
16,38.2192
17,40.5979
18,42.9767
19,45.3555
20,47.7343
21,50.1864
22,52.5652
23,54.944
24,57.3227
25,59.7015
26,62.1672
27,64.546
28,66.9247
29,69.3035
30,71.6823
31,74.1618
32,76.5406
33,78.9194
34,81.2981
35,83.6769
36,86.1688
37,88.5476
38,90.9264
39,93.3052
40,95.6839
41,98.1879
42,100.567
43,102.945
44,105.324
45,107.703
46,110.222
47,112.601
48,114.98
49,117.359
50,119.737
51,122.266
52,124.645
53,127.023
54,129.402
55,131.781
56,134.318
57,136.697
58,139.076
59,141.454
60,143.833
61,146.374
62,148.753
63,151.131
64,153.51
65,155.889
66,158.433
67,160.812
68,163.191
69,165.57
70,167.948
71,170.492
72,172.871
73,175.25
74,177.628
75,180.007
76,182.549
77,184.928
78,187.307
79,189.686
80,192.064
81,194.609
82,196.987
83,199.366
84,201.745
85,204.124
86,206.666
87,209.045
88,211.424
89,213.802
90,216.181
91,218.727
92,221.106
93,223.484
94,225.863
95,228.242
96,230.788
97,233.167
98,235.546
99,237.924
100,240.303
101,242.848
102,245.227
103,247.606
104,249.984
105,252.363
106,254.908
107,257.287
108,259.666
109,262.045
110,264.424
111,266.97
112,269.349
113,271.727
114,274.106
115,276.485
116,279.031
117,281.41
118,283.789
119,286.168
120,288.546
121,291.092
122,293.47
123,295.849
124,298.228
125,300.607
126,303.153
127,305.531
128,307.91
129,310.289
130,312.668
131,315.214
132,317.592
133,319.971
134,322.35
135,324.729
136,327.273
137,329.651
138,332.03
139,334.409
140,336.788
141,339.332
142,341.711
143,344.09
144,346.469
145,348.847
146,351.391
147,353.77
148,356.149
149,358.527
150,360.906
151,363.45
152,365.829
153,368.208
154,370.587
155,372.965
156,375.509
157,377.888
158,380.267
159,382.645
160,385.024
161,387.568
162,389.946
163,392.325
164,394.704
165,397.083
166,399.626
167,402.005
168,404.384
169,406.762
170,409.141
171,411.685
172,414.063
173,416.442
174,418.821
175,421.2
176,423.744
177,426.123
178,428.501
179,430.88
180,433.259
181,435.803
182,438.182
183,440.56
184,442.939
185,445.318
186,447.862
187,450.241
188,452.62
189,454.999
190,457.377
191,459.922
192,462.301
193,464.68
194,467.058
195,469.437
196,471.981
197,474.36
198,476.739
199,479.118
200,481.497
201,484.04
202,486.419
203,488.798
204,491.177
205,493.555
206,496.098
207,498.477
208,500.856
209,503.235
210,505.613
211,508.156
212,510.535
213,512.913
214,515.292
215,517.671
216,520.214
217,522.593
218,524.971
219,527.35
220,529.729
221,532.27
222,534.649
223,537.028
224,539.407
225,541.785
226,544.326
227,546.705
228,549.084
229,551.462
230,553.841
231,556.381
232,558.759
233,561.138
234,563.517
235,565.896
236,568.435
237,570.814
238,573.192
239,575.571
240,577.95
241,580.488
242,582.867
243,585.246
244,587.625
245,590.003
246,592.541
247,594.92
248,597.299
249,599.678
250,602.057
251,604.596
252,606.975
253,609.354
254,611.733
255,614.111
256,616.651
257,619.029
258,621.408
259,623.787
260,626.166
261,628.706
262,631.085
263,633.464
264,635.842
265,638.221
266,640.761
267,643.14
268,645.519
269,647.898
270,650.277
271,652.817
272,655.196
273,657.575
274,659.954
275,662.332
276,664.874
277,667.252
278,669.631
279,672.01
280,674.389
281,676.924
282,679.303
283,681.682
284,684.06
285,686.439
286,688.963
287,691.342
288,693.721
289,696.099
290,698.478
291,700.988
292,703.367
293,705.746
294,708.125
295,710.504
296,713.001
297,715.379
298,717.758
299,720.137
300,722.516
