t,total_energy
0,0
1,2.39562
2,4.77439
3,7.15317
4,9.53195
5,11.9107
6,14.3089
7,16.6877
8,19.0665
9,21.4453
10,23.8241
11,26.225
12,28.6038
13,30.9826
14,33.3614
15,35.7401
16,38.1429
17,40.5217
18,42.9004
19,45.2792
20,47.658
21,50.0637
22,52.4425
23,54.8213
24,57.2001
25,59.5788
26,61.9871
27,64.3659
28,66.7446
29,69.1234
30,71.5022
31,73.9135
32,76.2923
33,78.6711
34,81.0499
35,83.4286
36,85.8422
37,88.2209
38,90.5997
39,92.9785
40,95.3573
41,97.773
42,100.152
43,102.531
44,104.909
45,107.288
46,109.706
47,112.085
48,114.464
49,116.843
50,119.221
51,121.641
52,124.02
53,126.399
54,128.778
55,131.156
56,133.577
57,135.955
58,138.334
59,140.713
60,143.092
61,145.512
62,147.891
63,150.27
64,152.649
65,155.027
66,157.447
67,159.826
68,162.205
69,164.583
70,166.962
71,169.382
72,171.761
73,174.14
74,176.519
75,178.897
76,181.318
77,183.696
78,186.075
79,188.454
80,190.833
81,193.252
82,195.631
83,198.01
84,200.389
85,202.768
86,205.186
87,207.565
88,209.944
89,212.323
90,214.702
91,217.12
92,219.499
93,221.878
94,224.257
95,226.635
96,229.055
97,231.433
98,233.812
99,236.191
100,238.57
101,240.989
102,243.367
103,245.746
104,248.125
105,250.504
106,252.922
107,255.301
108,257.679
109,260.058
110,262.437
111,264.856
112,267.234
113,269.613
114,271.992
115,274.371
116,276.789
117,279.168
118,281.547
119,283.926
120,286.304
121,288.722
122,291.101
123,293.48
124,295.859
125,298.238
126,300.656
127,303.035
128,305.414
129,307.793
130,310.171
131,312.59
132,314.968
133,317.347
134,319.726
135,322.105
136,324.523
137,326.901
138,329.28
139,331.659
140,334.038
141,336.458
142,338.837
143,341.216
144,343.595
145,345.973
146,348.395
147,350.773
148,353.152
149,355.531
150,357.91
151,360.33
152,362.709
153,365.088
154,367.467
155,369.845
156,372.266
157,374.645
158,377.024
159,379.402
160,381.781
161,384.203
162,386.582
163,388.96
164,391.339
165,393.718
166,396.139
167,398.518
168,400.897
169,403.276
170,405.654
171,408.076
172,410.455
173,412.833
174,415.212
175,417.591
176,420.013
177,422.392
178,424.771
179,427.15
180,429.528
181,431.95
182,434.329
183,436.707
184,439.086
185,441.465
186,443.887
187,446.265
188,448.644
189,451.023
190,453.402
191,455.821
192,458.2
193,460.578
194,462.957
195,465.336
196,467.755
197,470.134
198,472.513
199,474.892
200,477.271
201,479.689
202,482.068
203,484.447
204,486.825
205,489.204
206,491.623
207,494.002
208,496.381
209,498.76
210,501.138
211,503.558
212,505.936
213,508.315
214,510.694
215,513.073
216,515.492
217,517.871
218,520.249
219,522.628
220,525.007
221,527.425
222,529.804
223,532.183
224,534.562
225,536.941
226,539.36
227,541.738
228,544.117
229,546.496
230,548.875
231,551.293
232,553.672
233,556.051
234,558.429
235,560.808
236,563.226
237,565.605
238,567.984
239,570.363
240,572.742
241,575.16
242,577.538
243,579.917
244,582.296
245,584.675
246,587.094
247,589.473
248,591.851
249,594.23
250,596.609
251,599.028
252,601.406
253,603.785
254,606.164
255,608.543
256,610.961
257,613.34
258,615.719
259,618.098
260,620.476
261,622.896
262,625.274
263,627.653
264,630.032
265,632.411
266,634.829
267,637.208
268,639.587
269,641.966
270,644.344
271,646.763
272,649.142
273,651.521
274,653.9
275,656.278
276,658.698
277,661.076
278,663.455
279,665.834
280,668.213
281,670.631
282,673.01
283,675.389
284,677.768
285,680.146
286,682.565
287,684.944
288,687.323
289,689.701
290,692.08
291,694.5
292,696.879
293,699.257
294,701.636
295,704.015
296,706.435
297,708.814
298,711.192
299,713.571
300,715.95
