Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/adminlogin.html,200,0,5,6.401800541207194,1.4823018573224545,37.11925260722637,2285.0,0.6484054814180404,0.0,5,8,8,9,11,13,18,32,37,37,37
GET,/api/v1/adminorderservice/adminorder,109,109,60001.692404039204,60006.81301962089,60001.692404039204,60013.811243698,189.0,0.353380987372832,0.353380987372832,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/v1/adminuserservice/users,109,0,41,41.95461932296326,23.35813082754612,70.03528065979481,162234.0,0.353380987372832,0.0,41,46,49,50,56,63,68,68,70,70,70
GET,/api/v1/assuranceservice/assurances/types,100,0,7,6.90529718529433,3.683323971927166,10.64261281862855,108.0,0.3242027407090202,0.0,7,7,8,8,9,9,10,11,11,11,11
GET,/api/v1/contactservice/contacts/account/0267b42f-7d77-4cf7-9c14-e27f942acf06,1,0,10.066397953778505,10.066397953778505,10.066397953778505,10.066397953778505,207.0,0.003242027407090202,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/api/v1/contactservice/contacts/account/0371c3d5-2792-406e-bdf9-3bf34f9683fc,1,0,15.680425334721804,15.680425334721804,15.680425334721804,15.680425334721804,207.0,0.003242027407090202,0.0,16,16,16,16,16,16,16,16,16,16,16
GET,/api/v1/contactservice/contacts/account/09504487-f163-4664-9d16-2e5ee2465f17,1,0,10.621103923767805,10.621103923767805,10.621103923767805,10.621103923767805,207.0,0.003242027407090202,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/api/v1/contactservice/contacts/account/0a017525-24b1-4217-a696-d5681bb82ffa,1,0,11.125910095870495,11.125910095870495,11.125910095870495,11.125910095870495,207.0,0.003242027407090202,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/api/v1/contactservice/contacts/account/0a4c346f-7a64-475b-84b7-fb31a3332823,1,0,11.024164035916328,11.024164035916328,11.024164035916328,11.024164035916328,207.0,0.003242027407090202,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/api/v1/contactservice/contacts/account/0f764c2f-d8c8-4f80-b076-23584bc35de6,1,0,8.797560818493366,8.797560818493366,8.797560818493366,8.797560818493366,207.0,0.003242027407090202,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/v1/contactservice/contacts/account/10a8c2a3-3df0-4b5b-90dd-4718bdabc068,1,0,8.084588218480349,8.084588218480349,8.084588218480349,8.084588218480349,207.0,0.003242027407090202,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v1/contactservice/contacts/account/16a418a7-41a8-4dfa-9afe-61d24042c961,1,0,9.177931118756533,9.177931118756533,9.177931118756533,9.177931118756533,207.0,0.003242027407090202,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/v1/contactservice/contacts/account/1735e83c-56f6-47dc-97aa-f7e0983ded0c,1,0,10.740292724221945,10.740292724221945,10.740292724221945,10.740292724221945,207.0,0.003242027407090202,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/api/v1/contactservice/contacts/account/1b8947c1-985c-432f-9557-c7bad7dc5c96,1,0,12.738822028040886,12.738822028040886,12.738822028040886,12.738822028040886,207.0,0.003242027407090202,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,/api/v1/contactservice/contacts/account/1e355aa9-649f-4ba2-9fc2-1e3cbb7774cf,1,0,8.485893253237009,8.485893253237009,8.485893253237009,8.485893253237009,207.0,0.003242027407090202,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v1/contactservice/contacts/account/2612693f-8685-4936-ad58-e797bc048b14,2,0,8.207680191844702,8.289152290672064,8.207680191844702,8.370624389499426,207.0,0.006484054814180404,0.0,8,8,8,8,8,8,8,8,8,8,8
