t,total_energy
0,0
1,2.43091
2,4.80968
3,7.18846
4,9.56724
5,11.946
6,14.389
7,16.7678
8,19.1466
9,21.5254
10,23.9042
11,26.3665
12,28.7453
13,31.124
14,33.5028
15,35.8816
16,38.3633
17,40.7421
18,43.1209
19,45.4996
20,47.8784
21,50.3756
22,52.7543
23,55.1331
24,57.5119
25,59.8907
26,62.4047
27,64.7835
28,67.1623
29,69.5411
30,71.9198
31,74.4508
32,76.8295
33,79.2083
34,81.5871
35,83.9659
36,86.5151
37,88.8938
38,91.2726
39,93.6514
40,96.0302
41,98.5962
42,100.975
43,103.354
44,105.733
45,108.111
46,110.694
47,113.073
48,115.451
49,117.83
50,120.209
51,122.806
52,125.184
53,127.563
54,129.942
55,132.321
56,134.928
57,137.307
58,139.686
59,142.065
60,144.443
61,147.06
62,149.439
63,151.817
64,154.196
65,156.575
66,159.195
67,161.574
68,163.953
69,166.332
70,168.71
71,171.332
72,173.711
73,176.09
74,178.469
75,180.848
76,183.475
77,185.853
78,188.232
79,190.611
80,192.99
81,195.621
82,197.999
83,200.378
84,202.757
85,205.136
86,207.771
87,210.15
88,212.529
89,214.908
90,217.286
91,219.925
92,222.304
93,224.683
94,227.062
95,229.441
96,232.083
97,234.462
98,236.841
99,239.219
100,241.598
101,244.245
102,246.624
103,249.003
104,251.381
105,253.76
106,256.411
107,258.789
108,261.168
109,263.547
110,265.926
111,268.58
112,270.959
113,273.337
114,275.716
115,278.095
116,280.754
117,283.133
118,285.511
119,287.89
120,290.269
121,292.933
122,295.312
123,297.69
124,300.069
125,302.448
126,305.117
127,307.496
128,309.875
129,312.254
130,314.632
131,317.305
132,319.684
133,322.063
134,324.442
135,326.82
136,329.497
137,331.876
138,334.255
139,336.634
140,339.012
141,341.692
142,344.07
143,346.449
144,348.828
145,351.207
146,353.89
147,356.269
148,358.648
149,361.027
150,363.406
151,366.094
152,368.472
153,370.851
154,373.23
155,375.609
156,378.299
157,380.678
158,383.057
159,385.435
160,387.814
161,390.509
162,392.888
163,395.267
164,397.645
165,400.024
166,402.724
167,405.103
168,407.482
169,409.86
170,412.239
171,414.942
172,417.32
173,419.699
174,422.078
175,424.457
176,427.16
177,429.539
178,431.918
179,434.297
180,436.675
181,439.381
182,441.76
183,444.139
184,446.517
185,448.896
186,451.604
187,453.983
188,456.361
189,458.74
190,461.119
191,463.829
192,466.208
193,468.587
194,470.966
195,473.344
196,476.055
197,478.434
198,480.813
199,483.191
200,485.57
201,488.282
202,490.661
203,493.039
204,495.418
205,497.797
206,500.51
207,502.889
208,505.268
209,507.646
210,510.025
211,512.738
212,515.116
213,517.495
214,519.874
215,522.253
216,524.965
217,527.344
218,529.723
219,532.101
220,534.48
221,537.191
222,539.57
223,541.949
224,544.327
225,546.706
226,549.415
227,551.794
228,554.173
229,556.552
230,558.93
231,561.641
232,564.02
233,566.399
234,568.777
235,571.156
236,573.865
237,576.244
238,578.623
239,581.002
240,583.381
241,586.089
242,588.468
243,590.847
244,593.225
245,595.604
246,598.312
247,600.69
248,603.069
249,605.448
250,607.827
251,610.534
252,612.912
253,615.291
254,617.67
255,620.049
256,622.755
257,625.134
258,627.513
259,629.891
260,632.27
261,634.976
262,637.355
263,639.734
264,642.112
265,644.491
266,647.185
267,649.563
268,651.942
269,654.321
270,656.7
271,659.365
272,661.744
273,664.122
274,666.501
275,668.88
276,671.515
277,673.894
278,676.272
279,678.651
280,681.03
281,683.638
282,686.017
283,688.396
284,690.775
285,693.154
286,695.733
287,698.111
288,700.49
289,702.869
290,705.248
291,707.797
292,710.176
293,712.555
294,714.933
295,717.312
296,719.835
297,722.214
298,724.593
299,726.971
300,729.35
