Method,Name,Error,Occurrences
POST,/api/v1/travelservice/trips/left,RemoteDisconnected('Remote end closed connection without response'),27015
GET,/client_login.html,RemoteDisconnected('Remote end closed connection without response'),4812
GET,/api/v1/adminorderservice/adminorder,"ConnectionResetError(104, 'Connection reset by peer')",2
POST,/api/v1/users/login,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/users/login'),12
GET,/adminlogin.html,"ConnectionResetError(104, 'Connection reset by peer')",780
GET,/api/v1/adminorderservice/adminorder,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/adminorderservice/adminorder'),584
GET,/api/v1/verifycode/generate,"ConnectionResetError(104, 'Connection reset by peer')",6397
GET,/api/v1/adminuserservice/users,"ConnectionResetError(104, 'Connection reset by peer')",27
GET,/index.html,RemoteDisconnected('Remote end closed connection without response'),27402
POST,/api/v1/users/login,RemoteDisconnected('Remote end closed connection without response'),9440
GET,/client_login.html,"ConnectionResetError(104, 'Connection reset by peer')",829
POST,/api/v1/travelservice/trips/left,HTTPError('504 Server Error: Gateway Time-out for url: /api/v1/travelservice/trips/left'),1339
GET,/api/v1/adminuserservice/users,RemoteDisconnected('Remote end closed connection without response'),336
GET,/index.html,"ConnectionResetError(104, 'Connection reset by peer')",4837
POST,/api/v1/users/login,"ConnectionResetError(104, 'Connection reset by peer')",1687
GET,/api/v1/verifycode/generate,RemoteDisconnected('Remote end closed connection without response'),31953
POST,/api/v1/travelservice/trips/left,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/travelservice/trips/left'),31
GET,/api/v1/verifycode/generate,HTTPError('500 Server Error: Internal Server Error for url: /api/v1/verifycode/generate'),11
GET,/adminlogin.html,RemoteDisconnected('Remote end closed connection without response'),4618
POST,/api/v1/travelservice/trips/left,"ConnectionResetError(104, 'Connection reset by peer')",5610
GET,/api/v1/adminorderservice/adminorder,RemoteDisconnected('Remote end closed connection without response'),219
